Id,Degree,degree,pagerank,betweenness,closeness
WiersRW,613,0.006103787070862926,0.00025944240956087645,0.019110707880831915,0.0
BogdanovS,291,0.006035715096094938,0.00012708609540166082,0.0026487529401443065,0.0
HogerheijdeMR,301,0.006035715096094938,0.0001584547154253956,0.002725254747864257,0.0
WangY,533,0.00596764312132695,0.00022901112258032476,0.023471319128857384,0.0
JonkerPG,337,0.00596764312132695,0.00012290991618814302,0.0009229605423786198,0.0
CasellaP,281,0.005944952463070954,0.00012670872960387518,0.0006970041244875711,0.0
D'AvanzoP,265,0.005876880488302966,0.00012067476313243878,0.00048555509708808246,0.0
FruchterAS,272,0.005876880488302966,0.0001291390537606534,0.00034211948950183045,0.0
ChatterjeeS,278,0.00585418983004697,0.00012100318930564815,0.0007951221649382267,0.0
DésertJM,284,0.005786117855278982,0.00015743405037210189,0.003938980174943119,0.0
BowerGC,267,0.00574073653876699,0.00014114027138010032,0.0013161840615855,0.0
HuangY,436,0.00574073653876699,0.00021687875942706696,0.005189139700565851,0.0
RansomSM,272,0.005718045880510994,0.00011606709313231096,0.0005993295070187142,0.0
HekkerS,257,0.005649973905743006,0.00013758810728759432,0.0006596475462693809,0.0
BelloniT,380,0.005649973905743006,0.00012496786185149493,0.00152972085708291,0.0
LangerN,288,0.0056272832474870095,0.000142645969102456,0.0012551211840933982,0.0
FeldtM,248,0.005604592589231014,0.00011917849434824173,0.0009864186393760564,0.0
LiJ,467,0.005604592589231014,0.0001757014535174819,0.011396201342562298,0.0
RussellTD,307,0.0055592112727190215,0.00012462415593143984,0.0010073710595675425,0.0
KorosiA,364,0.00540037666492705,0.0002620358094276902,0.003589253549228968,0.0
ChakrabartyD,264,0.005332304690159061,0.00011460470023082341,0.0009449415384947272,0.0
vanGeelB,422,0.005309614031903066,0.0002280856257856059,0.0057855494281909645,0.0
FabianAC,251,0.005264232715391073,0.0001280629305393411,0.0007241302121987124,0.0
BahramianA,253,0.005218851398879082,0.00011297794632689955,0.0006227440113943511,0.0
CognardI,242,0.0051961607406230854,0.00010286088868491562,0.0007058831683851129,0.0
YangY,302,0.00517347008236709,0.0001788703532592669,0.011676025117293216,0.0
VinkJS,246,0.005150779424111094,0.0001372349920847985,0.0013156153060871942,0.0
BurgayM,246,0.005082707449343106,0.00010423745368574555,0.0006519779758765387,0.0
BeanJL,235,0.0050600167910871095,0.00014724989182763777,0.001039803420834438,0.0
ZarkaP,226,0.0050600167910871095,0.00011406910584655453,0.0005362882988099166,0.0
ZhangH,443,0.0050600167910871095,0.00019022032632350465,0.020521871570934123,0.0
deBoerJ,287,0.005037326132831113,0.00012136586597847576,0.00670335953076051,0.0
WangZ,289,0.005014635474575118,0.00019246657341176484,0.00885897026453592,0.0
FalckeH,264,0.005014635474575118,0.00012062042707036327,0.0010566709098720004,0.0
PianE,239,0.004991944816319122,0.00011238045713100467,0.00048315039171526494,0.0
LiX,328,0.004991944816319122,0.0001933931364270405,0.01829273318311394,0.0
CrowtherPA,256,0.004991944816319122,0.00013048433331477362,0.00053750987321361,0.0
MalesaniD,227,0.004991944816319122,0.00010433562851141646,0.0006310831856563735,0.0
LiuX,319,0.004969254158063125,0.00018147697683728665,0.012415177463630888,0.0
MillerJM,299,0.004969254158063125,0.00010971858051824442,0.0001548477064872319,0.0
FerociM,227,0.004969254158063125,0.00010935003093688687,0.0003378392854460635,0.0
KondratievVI,228,0.00494656349980713,9.957916052582327e-05,0.0009052037435094854,0.0
PalazziE,243,0.00494656349980713,0.00010907168911050051,0.000798054258918664,0.0
GoldoniP,239,0.004923872841551134,0.00011338774566723498,0.0008719643317600228,0.0
WilmsJ,256,0.004878491525039142,0.00012210524121042252,0.0008261213203548276,0.0
MaitraD,266,0.004878491525039142,0.00010535976863605771,0.0003423604093439607,0.0
GrattonR,216,0.004855800866783146,0.00010375119647056488,0.00022259110418886742,0.0
ElsworthY,215,0.004855800866783146,0.00011461382715349658,0.0004289061008234036,0.0
RayPS,232,0.004855800866783146,0.00010271734193095939,0.0006241134515211344,0.0
deVoogtP,506,0.004855800866783146,0.00020612861637869968,0.004476315301228322,0.0
HerreroA,227,0.004833110208527149,0.00012737000745231944,0.0022097752999911324,0.0
ChaplinWJ,214,0.004833110208527149,0.00011114734949356752,0.00022535881795141541,0.0
DecinL,263,0.004833110208527149,0.00012134838174648932,0.0013608048377679715,0.0
MasettiN,234,0.004787728892015158,0.0001041207571254301,0.0007188587048897496,0.0
HardcastleMJ,216,0.004787728892015158,0.00011774164868377187,0.002975345622449373,0.0
YangJ,297,0.004765038233759161,0.00014300068064274538,0.00896949970221545,0.0
HeinkeCO,233,0.004742347575503166,0.00010818026361009766,0.001461214380333397,0.0
vanVlietEA,335,0.004742347575503166,0.0001885327033898466,0.005311698048695005,0.0
XuD,216,0.004742347575503166,0.00011205957198950141,0.00419952822757501,0.0
ZhangL,318,0.00471965691724717,0.000152456646597874,0.009762929787352229,0.0
BellME,220,0.00471965691724717,0.0001106073814627311,0.0010130237480360646,0.0
ZwindermanAH,285,0.0046969662589911735,0.00021275462241274355,0.012300490776730944,0.0
WangX,304,0.004674275600735177,0.0001872127222891907,0.030014691305752458,0.0
MichilliD,217,0.004651584942479182,9.448668530957195e-05,0.0005739491347336518,0.0
LangloisM,205,0.004651584942479182,9.462055495161129e-05,0.0006749791834073541,0.0
CenkoSB,204,0.0046288942842231855,0.00010139702895162307,0.0014951310552598599,0.0
ZurloA,204,0.0046288942842231855,9.444867021661002e-05,0.0011108208347607271,0.0
BroderickJW,209,0.0046288942842231855,0.00010303586721439175,0.000726435519652807,0.0
BoccalettiA,204,0.0046288942842231855,9.329965358330789e-05,0.0003869825041870525,0.0
ColijnAP,219,0.004606203625967189,0.0001424807745790852,0.001979685804668267,0.0
SchmidHM,205,0.004606203625967189,9.63545748587043e-05,0.0005130667022937249,0.0
LiuJ,280,0.004606203625967189,0.0001627216336186608,0.024519988842439687,0.0
ChenJ,271,0.004606203625967189,0.00018201711231896758,0.007022182741314777,0.0
VerganiSD,209,0.004606203625967189,0.00010093070492376252,0.0002757255349627842,0.0
vanDishoeckEF,233,0.0045608223094551975,0.00011141435279076284,0.0008933367765606359,0.0
LiuY,429,0.0045608223094551975,0.00016535575571563775,0.02173747856939057,0.0
PossentiA,222,0.004538131651199201,9.26014270459946e-05,0.000465458238371612,0.0
CackettEM,243,0.004538131651199201,9.857744219594418e-05,0.00025025804292452906,0.0
D'EliaV,203,0.004515440992943206,9.540553092494038e-05,7.668786570491939e-05,0.0
CuijpersP,271,0.00449275033468721,0.00016674040016507354,0.016722542217259696,0.0
GandhiP,212,0.00449275033468721,0.00010190683770945151,0.00034177305530561905,0.0
MénardF,201,0.00449275033468721,9.529210694313483e-05,0.00023918088911898365,0.0
SchuurinkRC,348,0.00449275033468721,0.00021119937355638116,0.005071935453169668,0.0
JordansMJD,259,0.00449275033468721,0.00018785584070190112,0.009870974623226367,0.0
HuberD,202,0.004470059676431213,0.00010384157293757652,0.0006705465822563294,0.0
CordesJM,203,0.004447369018175218,9.146582227205446e-05,0.0003229013661916979,0.0
BretonRP,202,0.004424678359919222,9.383590592438263e-05,0.001533369755738395,0.0
GötzD,202,0.004401987701663225,9.26452044950169e-05,0.0003132947629491173,0.0
EspositoP,224,0.004401987701663225,9.182757156307682e-05,0.0005686026016341955,0.0
deJongY,211,0.004379297043407229,0.00017641887857762189,0.0026940760002211257,0.0
ChampionDJ,193,0.004379297043407229,8.805765958430243e-05,0.00037439987174894075,0.0
GalamaTJ,212,0.004379297043407229,0.00011066155455837163,0.0003250926865367827,0.0
AugereauJC,192,0.004356606385151234,9.474940108989504e-05,0.00040662808046277855,0.0
HartmannDH,192,0.004356606385151234,9.488388016307494e-05,0.0002579296642487342,0.0
TomsickJA,228,0.004356606385151234,0.00010036263594997622,0.0005340418257959459,0.0
FreirePCC,205,0.004356606385151234,8.93421737973955e-05,0.0008046598540998536,0.0
vandenHeuvelEPJ,234,0.004333915726895237,0.0001069935379387977,0.0021148439848013116,0.0
GarufiA,203,0.004333915726895237,8.86750253544205e-05,0.0005676824935472224,0.0
O'BrienPT,191,0.004311225068639241,9.320588634393878e-05,0.00017307584375740825,0.0
WangL,316,0.004311225068639241,0.00015580546310746429,0.017373685308659653,0.0
HogerheijdeM,192,0.004288534410383246,0.00010299213232771739,0.0005937262465131267,0.0
LawCJ,209,0.004288534410383246,9.817553580647299e-05,0.0005054418037031595,0.0
CamiloF,205,0.004288534410383246,8.780936284615927e-05,0.00024377508120686922,0.0
StelloD,188,0.0042658437521272494,9.861913565466954e-05,0.00022357159876357392,0.0
BonnM,321,0.0042658437521272494,0.0001900787487942365,0.004087001735158772,0.0
SivakoffGR,215,0.004243153093871253,9.010651710118024e-05,0.00016091221720464469,0.0
KaplanDL,214,0.004220462435615258,9.780198239040361e-05,0.0014158897809683497,0.0
SollermanJ,190,0.004220462435615258,9.599681442818935e-05,0.001030652960434945,0.0
GaenslerBM,213,0.004220462435615258,9.835625830370173e-05,0.001345021916815213,0.0
ChenY,343,0.0041977717773592615,0.00015684387458730597,0.010574456083917686,0.0
VermeijMJA,327,0.0041977717773592615,0.00016833661037113284,0.0027747164739004085,0.0
RijsdijkKF,236,0.0041977717773592615,0.0001690800137987543,0.003448854602536558,0.0
CanoZ,185,0.0041977717773592615,8.813468053289751e-05,0.00029911461447625174,0.0
NeilsenJ,197,0.0041977717773592615,9.640761611336147e-05,0.0002963463154979463,0.0
KaruppusamyR,203,0.004175081119103265,8.622029758015554e-05,0.0002732416975901172,0.0
HartmannD,186,0.00415239046084727,0.00010200359949125405,0.005278749770929505,0.0
ArntzA,381,0.00415239046084727,0.0002001285671549752,0.005080376528111351,0.0
KannDA,182,0.0041296998025912735,8.691640716436747e-05,0.0001833006488566992,0.0
HoornC,291,0.0041296998025912735,0.00018231351305819082,0.003934282554958837,0.0
NelemansG,217,0.0041296998025912735,0.00010240906739506513,0.0030578726169386743,0.0
GoslingWD,317,0.0041296998025912735,0.00017024022063064946,0.0027122487589779543,0.0
LiD,235,0.004107009144335277,0.00011440703605710282,0.004828792848803722,0.0
deJongP,201,0.004107009144335277,0.00012465799074836754,0.0033994192676265376,0.0
PinillaP,189,0.004107009144335277,9.098092863032175e-05,0.0008070513198737579,0.0
HammerF,187,0.004107009144335277,0.00010342667722023179,0.00028957002158470343,0.0
NissankeS,192,0.004107009144335277,0.00011161319248531233,0.002846407976352288,0.0
MathurS,186,0.004084318486079281,9.476710973047351e-05,0.00022994128544316555,0.0
GöğüşE,197,0.004084318486079281,8.632804681526991e-05,0.00032347727302340507,0.0
EvansPA,188,0.0040616278278232856,8.815732236343299e-05,0.0003033517429818307,0.0
AninkJJ,191,0.004038937169567289,0.00014138903512879756,0.0020978881919496094,0.0
ZhangJ,315,0.004038937169567289,0.00015629192926315077,0.006965087238980011,0.0
CernicharoJ,183,0.004038937169567289,9.638686504661292e-05,0.00013291051544329568,0.0
ShulevskiA,197,0.004038937169567289,9.632755072695506e-05,0.0007153886021070453,0.0
IsraelGL,236,0.004016246511311293,8.637015142422737e-05,0.0003272935978478253,0.0
AndersonJ,177,0.004016246511311293,0.00010569214798049155,0.002710394490630498,0.0
ThöneCC,177,0.004016246511311293,8.133530470965301e-05,0.00010305534286874084,0.0
ParagiZ,210,0.004016246511311293,8.297063400913081e-05,0.0022350506101099957,0.0
MosserB,176,0.003993555853055298,9.339441926781367e-05,0.0002910226221649098,0.0
BeddingTR,176,0.003993555853055298,8.958954011444309e-05,8.25570632484523e-05,0.0
BasuS,175,0.003948174536543305,9.129589794452325e-05,0.00018608602422181826,0.0
HaggardD,192,0.003948174536543305,9.603571516916876e-05,0.00029963566008451165,0.0
NajarroF,184,0.003948174536543305,0.00010124997366284496,0.0007951348790399016,0.0
BoschJA,421,0.003948174536543305,0.00020519259449031365,0.006259169044982296,0.0
KarastergiouA,173,0.00392548387828731,8.40454772068631e-05,0.0005744215366680802,0.0
FonsecaE,173,0.00392548387828731,8.005757672415275e-05,0.00022951687409257336,0.0
AllenB,176,0.00392548387828731,8.750333463800656e-05,0.0009726133502321353,0.0
LedouxC,177,0.0039027932200313134,8.28592676373294e-05,0.0001782510018887847,0.0
ChauvinG,172,0.0039027932200313134,7.789536004445925e-05,0.0001163485398590613,0.0
StellaL,258,0.003880102561775317,8.417531438565184e-05,8.402656747417771e-05,0.0
CasaresJ,188,0.003880102561775317,9.565792682192371e-05,0.002406167457627156,0.0
HesselsJ,223,0.003880102561775317,8.322985435985356e-05,0.0021277154816835195,0.0
deRijkeM,420,0.0038574119035193213,0.0001658878165322912,0.01257519188875209,0.0
RemillardRA,184,0.0038574119035193213,7.986188024650778e-05,0.000399013470677958,0.0
ScholzP,181,0.0038574119035193213,7.78091826455841e-05,0.00015908005069178012,0.0
BergerE,181,0.0038574119035193213,8.534532747647324e-05,0.0012004795619600295,0.0
GarcíaRA,170,0.0038574119035193213,9.006911833574734e-05,0.00016682904287733448,0.0
KniggeC,191,0.0038574119035193213,8.348760548068247e-05,0.000508214944099139,0.0
KloseS,180,0.0038574119035193213,8.552695472726705e-05,0.00022680667270470636,0.0
LinaresM,195,0.0038347212452633254,8.396212281385958e-05,0.00029464383774745477,0.0
StairsIH,194,0.0038347212452633254,7.692116748734354e-05,9.475430387476415e-05,0.0
KaraE,183,0.003812030587007329,8.823158408904494e-05,0.00016785501998745062,0.0
BijlsmaL,180,0.003812030587007329,0.0001393960425676979,0.0007468899038438316,0.0
MilliJ,169,0.003812030587007329,7.783593509955552e-05,0.00027249823138206697,0.0
BuckleyDAH,170,0.003812030587007329,8.138402684537486e-05,0.00032411789772242316,0.0
BeuzitJL,173,0.003812030587007329,7.622370279810166e-05,0.00010285277186269217,0.0
WesterhoffHV,335,0.003812030587007329,0.00017594678428305193,0.003630396975187852,0.0
KeaneEF,172,0.0037893399287513333,7.981054093131586e-05,0.0007308821934858664,0.0
TendulkarSP,168,0.0037893399287513333,7.919874677985285e-05,0.0003807703488394051,0.0
GrießmeierJM,176,0.0037893399287513333,8.020701198468291e-05,0.0005949191058666272,0.0
SchagenSB,258,0.0037893399287513333,0.0001540275998493148,0.005097525841921097,0.0
vanHolsteinRG,167,0.0037666492704953375,7.911541210994754e-05,0.0006282375162032569,0.0
PageKL,168,0.0037666492704953375,7.868483807695622e-05,9.043343109190387e-05,0.0
vanBoekelR,184,0.0037666492704953375,8.196127754248889e-05,0.0005525440529610036,0.0
BorsboomD,317,0.003743958612239341,0.00014217284285638628,0.008028708381359348,0.0
ChenB,242,0.003743958612239341,0.00013702521799876228,0.021935589658994406,0.0
RodriguezJ,184,0.003743958612239341,9.083102891725107e-05,0.00023746330114323474,0.0
ShimwellTW,185,0.003743958612239341,8.435476520498141e-05,0.003186833733570167,0.0
MelandriA,169,0.0037212679539833453,7.578481577144104e-05,0.00010469402887024877,0.0
deVreeseC,227,0.0037212679539833453,0.00015616789920005656,0.0032795285634431284,0.0
ChristensenL,168,0.0037212679539833453,7.594087414955475e-05,0.00017086117527148227,0.0
DellerAT,178,0.0037212679539833453,7.990010737331447e-05,0.0009684391127698543,0.0
WatersR,213,0.0037212679539833453,8.432263560246196e-05,0.0011287668813912818,0.0
deJongM,228,0.003698577295727349,0.00011244621106784872,0.00912522190516688,0.0
DeRidderJ,169,0.0036758866374713532,8.667747391568565e-05,0.0010416223974517266,0.0
RöttgeringHJA,169,0.0036758866374713532,8.912866081115751e-05,0.002466176355007002,0.0
ShenarT,189,0.0036758866374713532,0.00010418236183843548,0.0007803559342931452,0.0
FerrignoC,168,0.0036758866374713532,7.958133690208366e-05,0.00017524877124935559,0.0
PrinsM,274,0.0036531959792153574,0.00016699965146221802,0.005694140880649111,0.0
HennekamRCM,242,0.0036531959792153574,0.00018421719490632288,0.012536734514966837,0.0
PetroffE,167,0.003630505320959361,7.92715181973846e-05,0.0008471431096343182,0.0
UtensEMWJ,247,0.003630505320959361,0.00019345395101923505,0.0022662341881385345,0.0
BhatNDR,159,0.0036078146627033653,7.687642197594385e-05,0.0006474645459274144,0.0
PatrunoA,222,0.0036078146627033653,7.450809911295393e-05,0.0004940544960043006,0.0
WaelkensC,172,0.0036078146627033653,9.643290163129786e-05,0.0009638997972417588,0.0
BloemenaE,267,0.0036078146627033653,0.0001550964252913631,0.002760563125400532,0.0
CousijnJ,245,0.003585124004447369,0.00013347719874003423,0.0039932741164183366,0.0
MereghettiS,212,0.003585124004447369,7.637899774694509e-05,8.594745967960353e-05,0.0
ChawlaP,170,0.003585124004447369,7.352752440978495e-05,0.0002148443418361861,0.0
MarshTR,167,0.003585124004447369,9.362088226554364e-05,0.0008295647372149047,0.0
AndersonGE,161,0.003585124004447369,8.296652496108019e-05,0.00014821567366973335,0.0
BaringMG,158,0.003585124004447369,9.580521659326438e-05,0.0009558230784550659,0.0
ArchibaldAM,172,0.003562433346191373,7.243885845389666e-05,0.0005457054214592033,0.0
StappersB,175,0.003562433346191373,7.425897916705098e-05,0.0010547191993322956,0.0
ZhangS,206,0.003562433346191373,0.00011529463588316203,0.0020837635520386645,0.0
BerginEA,160,0.003562433346191373,8.73443381711237e-05,0.0003571338345363292,0.0
KaroffC,158,0.0035397426879353773,8.280949983376232e-05,0.00035556734113826753,0.0
FronteraF,187,0.0035397426879353773,8.288461794850864e-05,0.00016302140642531355,0.0
CallinghamJR,156,0.0035397426879353773,8.331810804431178e-05,0.0015664676517921556,0.0
McLaughlinMA,179,0.003517052029679381,6.952558916301802e-05,9.621545659183429e-05,0.0
SchadyP,155,0.003517052029679381,7.176844505224958e-05,8.687553775641931e-05,0.0
KenneaJA,176,0.003494361371423385,7.57533889101487e-05,6.305181264957612e-05,0.0
WeltevredeP,176,0.003494361371423385,7.312241227878976e-05,0.00021917271857803638,0.0
MarcoteB,169,0.003494361371423385,7.305678495037824e-05,0.000538546525809601,0.0
AndersenMI,155,0.003494361371423385,7.992766195933569e-05,0.00019242037718231655,0.0
GalloE,188,0.003494361371423385,8.2502461331311e-05,0.00047349749280609007,0.0
GranotJ,166,0.0034716707131673893,7.413257223708464e-05,0.00045672412817273934,0.0
BrandnerW,160,0.0034716707131673893,7.695829967994224e-05,0.0003333796759490674,0.0
BarretD,180,0.0034716707131673893,8.302319762802314e-05,0.00037781035840631164,0.0
TanvirN,179,0.0034716707131673893,7.710836474093116e-05,0.00023466632097032602,0.0
SmildeAK,386,0.0034716707131673893,0.00017291641970766623,0.0032703076567184653,0.0
CurranPA,176,0.003448980054911393,7.044753277200968e-05,0.0014059465194691837,0.0
LopezB,157,0.003448980054911393,8.083842390427618e-05,0.0005814576553698123,0.0
TetarenkoAJ,164,0.003448980054911393,7.282812555014957e-05,8.587518877710492e-05,0.0
BaudryA,151,0.0034262893966553972,7.868845113410535e-05,0.000673125108016456,0.0
JohnstonS,170,0.0034262893966553972,7.615391534995106e-05,0.00023262167178305572,0.0
KuijpersTW,201,0.0034262893966553972,0.0001381382611827418,0.00426160264555224,0.0
GendreauKC,162,0.0034262893966553972,7.151101018802072e-05,0.00017930398253403012,0.0
TietemaA,199,0.003403598738399401,0.00013170356694524617,0.0018891932299093589,0.0
GourdjiK,158,0.003403598738399401,7.297442117422047e-05,0.00023890523058906935,0.0
LennonDJ,161,0.003403598738399401,8.823792760137358e-05,0.0001666270306026574,0.0
HurleyK,176,0.003403598738399401,7.591467768868526e-05,0.00035899996521246967,0.0
CaselliP,150,0.003380908080143405,8.65059605146787e-05,0.0001831363222908446,0.0
WattsAL,197,0.0033582174218874093,7.313802864187489e-05,0.003937790062187754,0.0
BhardwajM,148,0.0033582174218874093,7.032734184669743e-05,0.0002039620585751856,0.0
ChenevezJ,171,0.0033582174218874093,7.95242678283894e-05,0.00011990420608204311,0.0
BruijnR,151,0.0033582174218874093,0.00010192868623581625,0.001829984164933902,0.0
MenovskyAA,489,0.0033582174218874093,0.00018127177228077166,0.0013716065067287439,0.0
HagenF,207,0.0033582174218874093,0.00013610607319193349,0.0032031225514831006,0.0
BremerM,166,0.003335526763631413,7.372226874238323e-05,0.00042713102281963857,0.0
BhandariS,150,0.003335526763631413,7.464168170205818e-05,0.00020648590509333414,0.0
HuppenkothenD,185,0.003312836105375417,6.979108899862837e-05,0.0002875119181204166,0.0
VerbiestJPW,147,0.003312836105375417,6.596222124834197e-05,0.0001490633168238478,0.0
VisserA,234,0.003312836105375417,0.00015416134869067572,0.004792058398504783,0.0
AdamsEAK,145,0.0032901454471194213,7.32138863075232e-05,0.00044447135295647096,0.0
vanWeerenRJ,145,0.0032901454471194213,8.201672428175533e-05,0.001244937038230873,0.0
HealdG,147,0.0032901454471194213,7.43731419616092e-05,0.0003027196649408341,0.0
DesideraS,149,0.0032901454471194213,6.598868834511042e-05,7.892588421722226e-05,0.0
MüllerA,167,0.0032901454471194213,9.926094708279788e-05,0.004711352537585591,0.0
MunnikT,341,0.0032901454471194213,0.0001616516592651412,0.0020713155925102863,0.0
ZaneS,161,0.0032901454471194213,7.585121937606606e-05,0.00010338515658995278,0.0
vanHamSM,225,0.0032901454471194213,0.0001218772862952928,0.0019308030316375947,0.0
BassaC,181,0.0032901454471194213,6.497114217330842e-05,0.000322771514210512,0.0
GorterJA,264,0.003267454788863425,0.00012791115375916068,0.003083486900777266,0.0
EisenhauerN,162,0.003267454788863425,0.00012734575231597697,0.00433439172651391,0.0
KallingerT,145,0.003267454788863425,7.783098685620603e-05,0.00010944049200028126,0.0
EstiarteM,150,0.003267454788863425,0.00011892275587695347,0.00043326936944810667,0.0
SchulzR,153,0.003267454788863425,8.792592917972198e-05,0.00041441152942564075,0.0
vanHeumenE,172,0.003267454788863425,0.00013268262962207566,0.00138300291627259,0.0
HelbergerN,248,0.003267454788863425,0.00015413206884127138,0.018677286401508408,0.0
ZafarT,148,0.003267454788863425,6.772557772296163e-05,3.165686133828844e-05,0.0
LewisF,167,0.003267454788863425,7.067911230148089e-05,7.302052432320835e-05,0.0
NimmoK,181,0.003267454788863425,6.891167526456336e-05,0.00018281490432288684,0.0
BlakeGA,144,0.003244764130607429,7.858700449773289e-05,9.788924313417806e-05,0.0
HuangJ,166,0.003244764130607429,8.853172074500069e-05,0.0026859359809759567,0.0
IsaacsonH,142,0.003222073472351433,8.073768130274485e-05,0.0017583919883506444,0.0
