strategy,run_id,time_step,fraction_active,tau,seed_fraction
random,6,11,1.0,0.05,0.0025
random,7,0,0.002493411868341881,0.05,0.0025
random,7,1,0.023142445484610273,0.05,0.0025
random,7,2,0.05288422058483199,0.05,0.0025
random,7,3,0.23804618037669928,0.05,0.0025
random,7,4,0.6358424223421648,0.05,0.0025
random,7,5,0.9498704769583362,0.05,0.0025
random,7,6,0.994124804968907,0.05,0.0025
random,7,7,0.9990220450456503,0.05,0.0025
random,7,8,0.9999029510350645,0.05,0.0025
random,7,9,0.99998506939001,0.05,0.0025
random,7,10,1.0,0.05,0.0025
random,7,11,1.0,0.05,0.0025
random,8,0,0.002493411868341881,0.05,0.0025
random,8,1,0.023896441289108866,0.05,0.0025
random,8,2,0.05562398751801005,0.05,0.0025
random,8,3,0.2581502467283301,0.05,0.0025
random,8,4,0.6612393899352758,0.05,0.0025
random,8,5,0.9560069576642554,0.05,0.0025
random,8,6,0.9949459885183609,0.05,0.0025
random,8,7,0.9990892327906057,0.05,0.0025
random,8,8,0.9998805551200795,0.05,0.0025
random,8,9,0.9999776040850149,0.05,0.0025
random,8,10,0.99998506939001,0.05,0.0025
random,8,11,1.0,0.05,0.0025
random,8,12,1.0,0.05,0.0025
random,9,0,0.002493411868341881,0.05,0.0025
random,9,1,0.019753197016864125,0.05,0.0025
random,9,2,0.04379147910087867,0.05,0.0025
random,9,3,0.2059826954230215,0.05,0.0025
random,9,4,0.5711704851701717,0.05,0.0025
random,9,5,0.935365389352982,0.05,0.0025
random,9,6,0.9921763603652027,0.05,0.0025
random,9,7,0.9991190940105859,0.05,0.0025
random,9,8,0.9997312490201787,0.05,0.0025
random,9,9,0.9999104163400596,0.05,0.0025
random,9,10,0.9999776040850149,0.05,0.0025
random,9,11,1.0,0.05,0.0025
random,9,12,1.0,0.05,0.0025
degree,0,0,0.002493411868341881,0.05,0.0025
degree,0,1,0.34080610363336394,0.05,0.0025
degree,0,2,0.6349839122677357,0.05,0.0025
degree,0,3,0.9216665546870917,0.05,0.0025
degree,0,4,0.9894440587370197,0.05,0.0025
degree,0,5,0.9982157921061865,0.05,0.0025
degree,0,6,0.9996342000552433,0.05,0.0025
degree,0,7,0.9999178816450546,0.05,0.0025
degree,0,8,0.9999626734750249,0.05,0.0025
degree,0,9,1.0,0.05,0.0025
degree,0,10,1.0,0.05,0.0025
degree,1,0,0.002493411868341881,0.05,0.0025
degree,1,1,0.34080610363336394,0.05,0.0025
degree,1,2,0.6349839122677357,0.05,0.0025
degree,1,3,0.9216665546870917,0.05,0.0025
degree,1,4,0.9894440587370197,0.05,0.0025
degree,1,5,0.9982157921061865,0.05,0.0025
degree,1,6,0.9996342000552433,0.05,0.0025
degree,1,7,0.9999178816450546,0.05,0.0025
degree,1,8,0.9999626734750249,0.05,0.0025
degree,1,9,1.0,0.05,0.0025
degree,1,10,1.0,0.05,0.0025
degree,2,0,0.002493411868341881,0.05,0.0025
degree,2,1,0.34080610363336394,0.05,0.0025
degree,2,2,0.6349839122677357,0.05,0.0025
degree,2,3,0.9216665546870917,0.05,0.0025
degree,2,4,0.9894440587370197,0.05,0.0025
degree,2,5,0.9982157921061865,0.05,0.0025
degree,2,6,0.9996342000552433,0.05,0.0025
degree,2,7,0.9999178816450546,0.05,0.0025
degree,2,8,0.9999626734750249,0.05,0.0025
degree,2,9,1.0,0.05,0.0025
degree,2,10,1.0,0.05,0.0025
degree,3,0,0.002493411868341881,0.05,0.0025
degree,3,1,0.34080610363336394,0.05,0.0025
degree,3,2,0.6349839122677357,0.05,0.0025
degree,3,3,0.9216665546870917,0.05,0.0025
degree,3,4,0.9894440587370197,0.05,0.0025
degree,3,5,0.9982157921061865,0.05,0.0025
degree,3,6,0.9996342000552433,0.05,0.0025
degree,3,7,0.9999178816450546,0.05,0.0025
degree,3,8,0.9999626734750249,0.05,0.0025
degree,3,9,1.0,0.05,0.0025
degree,3,10,1.0,0.05,0.0025
degree,4,0,0.002493411868341881,0.05,0.0025
degree,4,1,0.34080610363336394,0.05,0.0025
degree,4,2,0.6349839122677357,0.05,0.0025
degree,4,3,0.9216665546870917,0.05,0.0025
degree,4,4,0.9894440587370197,0.05,0.0025
degree,4,5,0.9982157921061865,0.05,0.0025
degree,4,6,0.9996342000552433,0.05,0.0025
degree,4,7,0.9999178816450546,0.05,0.0025
degree,4,8,0.9999626734750249,0.05,0.0025
degree,4,9,1.0,0.05,0.0025
degree,4,10,1.0,0.05,0.0025
degree,5,0,0.002493411868341881,0.05,0.0025
degree,5,1,0.34080610363336394,0.05,0.0025
degree,5,2,0.6349839122677357,0.05,0.0025
degree,5,3,0.9216665546870917,0.05,0.0025
degree,5,4,0.9894440587370197,0.05,0.0025
degree,5,5,0.9982157921061865,0.05,0.0025
degree,5,6,0.9996342000552433,0.05,0.0025
degree,5,7,0.9999178816450546,0.05,0.0025
degree,5,8,0.9999626734750249,0.05,0.0025
degree,5,9,1.0,0.05,0.0025
degree,5,10,1.0,0.05,0.0025
degree,6,0,0.002493411868341881,0.05,0.0025
degree,6,1,0.34080610363336394,0.05,0.0025
degree,6,2,0.6349839122677357,0.05,0.0025
degree,6,3,0.9216665546870917,0.05,0.0025
degree,6,4,0.9894440587370197,0.05,0.0025
degree,6,5,0.9982157921061865,0.05,0.0025
degree,6,6,0.9996342000552433,0.05,0.0025
degree,6,7,0.9999178816450546,0.05,0.0025
degree,6,8,0.9999626734750249,0.05,0.0025
degree,6,9,1.0,0.05,0.0025
degree,6,10,1.0,0.05,0.0025
degree,7,0,0.002493411868341881,0.05,0.0025
degree,7,1,0.34080610363336394,0.05,0.0025
degree,7,2,0.6349839122677357,0.05,0.0025
degree,7,3,0.9216665546870917,0.05,0.0025
degree,7,4,0.9894440587370197,0.05,0.0025
degree,7,5,0.9982157921061865,0.05,0.0025
degree,7,6,0.9996342000552433,0.05,0.0025
degree,7,7,0.9999178816450546,0.05,0.0025
degree,7,8,0.9999626734750249,0.05,0.0025
degree,7,9,1.0,0.05,0.0025
degree,7,10,1.0,0.05,0.0025
degree,8,0,0.002493411868341881,0.05,0.0025
degree,8,1,0.34080610363336394,0.05,0.0025
degree,8,2,0.6349839122677357,0.05,0.0025
degree,8,3,0.9216665546870917,0.05,0.0025
degree,8,4,0.9894440587370197,0.05,0.0025
degree,8,5,0.9982157921061865,0.05,0.0025
degree,8,6,0.9996342000552433,0.05,0.0025
degree,8,7,0.9999178816450546,0.05,0.0025
degree,8,8,0.9999626734750249,0.05,0.0025
degree,8,9,1.0,0.05,0.0025
degree,8,10,1.0,0.05,0.0025
degree,9,0,0.002493411868341881,0.05,0.0025
degree,9,1,0.34080610363336394,0.05,0.0025
degree,9,2,0.6349839122677357,0.05,0.0025
degree,9,3,0.9216665546870917,0.05,0.0025
degree,9,4,0.9894440587370197,0.05,0.0025
degree,9,5,0.9982157921061865,0.05,0.0025
degree,9,6,0.9996342000552433,0.05,0.0025
degree,9,7,0.9999178816450546,0.05,0.0025
degree,9,8,0.9999626734750249,0.05,0.0025
degree,9,9,1.0,0.05,0.0025
degree,9,10,1.0,0.05,0.0025
betweenness,0,0,0.002493411868341881,0.05,0.0025
betweenness,0,1,0.305136876367084,0.05,0.0025
betweenness,0,2,0.6202623308175256,0.05,0.0025
betweenness,0,3,0.9426515270281367,0.05,0.0025
betweenness,0,4,0.9927885153747956,0.05,0.0025
betweenness,0,5,0.9989026001657297,0.05,0.0025
betweenness,0,6,0.9997163184101886,0.05,0.0025
betweenness,0,7,0.9999402775600397,0.05,0.0025
betweenness,0,8,0.9999776040850149,0.05,0.0025
betweenness,0,9,1.0,0.05,0.0025
betweenness,0,10,1.0,0.05,0.0025
betweenness,1,0,0.002493411868341881,0.05,0.0025
betweenness,1,1,0.305136876367084,0.05,0.0025
betweenness,1,2,0.6202623308175256,0.05,0.0025
betweenness,1,3,0.9426515270281367,0.05,0.0025
betweenness,1,4,0.9927885153747956,0.05,0.0025
betweenness,1,5,0.9989026001657297,0.05,0.0025
betweenness,1,6,0.9997163184101886,0.05,0.0025
betweenness,1,7,0.9999402775600397,0.05,0.0025
betweenness,1,8,0.9999776040850149,0.05,0.0025
betweenness,1,9,1.0,0.05,0.0025
betweenness,1,10,1.0,0.05,0.0025
betweenness,2,0,0.002493411868341881,0.05,0.0025
betweenness,2,1,0.305136876367084,0.05,0.0025
betweenness,2,2,0.6202623308175256,0.05,0.0025
betweenness,2,3,0.9426515270281367,0.05,0.0025
betweenness,2,4,0.9927885153747956,0.05,0.0025
betweenness,2,5,0.9989026001657297,0.05,0.0025
betweenness,2,6,0.9997163184101886,0.05,0.0025
betweenness,2,7,0.9999402775600397,0.05,0.0025
betweenness,2,8,0.9999776040850149,0.05,0.0025
betweenness,2,9,1.0,0.05,0.0025
betweenness,2,10,1.0,0.05,0.0025
betweenness,3,0,0.002493411868341881,0.05,0.0025
betweenness,3,1,0.305136876367084,0.05,0.0025
betweenness,3,2,0.6202623308175256,0.05,0.0025
betweenness,3,3,0.9426515270281367,0.05,0.0025
betweenness,3,4,0.9927885153747956,0.05,0.0025
betweenness,3,5,0.9989026001657297,0.05,0.0025
betweenness,3,6,0.9997163184101886,0.05,0.0025
betweenness,3,7,0.9999402775600397,0.05,0.0025
betweenness,3,8,0.9999776040850149,0.05,0.0025
betweenness,3,9,1.0,0.05,0.0025
betweenness,3,10,1.0,0.05,0.0025
betweenness,4,0,0.002493411868341881,0.05,0.0025
betweenness,4,1,0.305136876367084,0.05,0.0025
betweenness,4,2,0.6202623308175256,0.05,0.0025
betweenness,4,3,0.9426515270281367,0.05,0.0025
betweenness,4,4,0.9927885153747956,0.05,0.0025
betweenness,4,5,0.9989026001657297,0.05,0.0025
betweenness,4,6,0.9997163184101886,0.05,0.0025
betweenness,4,7,0.9999402775600397,0.05,0.0025
betweenness,4,8,0.9999776040850149,0.05,0.0025
betweenness,4,9,1.0,0.05,0.0025
betweenness,4,10,1.0,0.05,0.0025
betweenness,5,0,0.002493411868341881,0.05,0.0025
betweenness,5,1,0.305136876367084,0.05,0.0025
betweenness,5,2,0.6202623308175256,0.05,0.0025
betweenness,5,3,0.9426515270281367,0.05,0.0025
betweenness,5,4,0.9927885153747956,0.05,0.0025
betweenness,5,5,0.9989026001657297,0.05,0.0025
betweenness,5,6,0.9997163184101886,0.05,0.0025
betweenness,5,7,0.9999402775600397,0.05,0.0025
betweenness,5,8,0.9999776040850149,0.05,0.0025
betweenness,5,9,1.0,0.05,0.0025
betweenness,5,10,1.0,0.05,0.0025
betweenness,6,0,0.002493411868341881,0.05,0.0025
betweenness,6,1,0.305136876367084,0.05,0.0025
betweenness,6,2,0.6202623308175256,0.05,0.0025
betweenness,6,3,0.9426515270281367,0.05,0.0025
betweenness,6,4,0.9927885153747956,0.05,0.0025
betweenness,6,5,0.9989026001657297,0.05,0.0025
betweenness,6,6,0.9997163184101886,0.05,0.0025
betweenness,6,7,0.9999402775600397,0.05,0.0025
betweenness,6,8,0.9999776040850149,0.05,0.0025
betweenness,6,9,1.0,0.05,0.0025
betweenness,6,10,1.0,0.05,0.0025
betweenness,7,0,0.002493411868341881,0.05,0.0025
betweenness,7,1,0.305136876367084,0.05,0.0025
betweenness,7,2,0.6202623308175256,0.05,0.0025
betweenness,7,3,0.9426515270281367,0.05,0.0025
betweenness,7,4,0.9927885153747956,0.05,0.0025
betweenness,7,5,0.9989026001657297,0.05,0.0025
betweenness,7,6,0.9997163184101886,0.05,0.0025
betweenness,7,7,0.9999402775600397,0.05,0.0025
betweenness,7,8,0.9999776040850149,0.05,0.0025
betweenness,7,9,1.0,0.05,0.0025
betweenness,7,10,1.0,0.05,0.0025
betweenness,8,0,0.002493411868341881,0.05,0.0025
betweenness,8,1,0.305136876367084,0.05,0.0025
betweenness,8,2,0.6202623308175256,0.05,0.0025
betweenness,8,3,0.9426515270281367,0.05,0.0025
betweenness,8,4,0.9927885153747956,0.05,0.0025
betweenness,8,5,0.9989026001657297,0.05,0.0025
betweenness,8,6,0.9997163184101886,0.05,0.0025
betweenness,8,7,0.9999402775600397,0.05,0.0025
betweenness,8,8,0.9999776040850149,0.05,0.0025
betweenness,8,9,1.0,0.05,0.0025
betweenness,8,10,1.0,0.05,0.0025
betweenness,9,0,0.002493411868341881,0.05,0.0025
betweenness,9,1,0.305136876367084,0.05,0.0025
betweenness,9,2,0.6202623308175256,0.05,0.0025
betweenness,9,3,0.9426515270281367,0.05,0.0025
betweenness,9,4,0.9927885153747956,0.05,0.0025
betweenness,9,5,0.9989026001657297,0.05,0.0025
betweenness,9,6,0.9997163184101886,0.05,0.0025
betweenness,9,7,0.9999402775600397,0.05,0.0025
betweenness,9,8,0.9999776040850149,0.05,0.0025
betweenness,9,9,1.0,0.05,0.0025
betweenness,9,10,1.0,0.05,0.0025
random,0,0,0.004994289041678797,0.05,0.005
random,0,1,0.04169372839727367,0.05,0.005
random,0,2,0.09774323830000074,0.05,0.005
random,0,3,0.4547117272476167,0.05,0.005
random,0,4,0.8761655207423499,0.05,0.005
random,0,5,0.9842183452404948,0.05,0.005
random,0,6,0.9979694370413503,0.05,0.005
random,0,7,0.9996864571902085,0.05,0.005
random,0,8,0.9998954857300695,0.05,0.005
random,0,9,1.0,0.05,0.005
random,0,10,1.0,0.05,0.005
random,1,0,0.004994289041678797,0.05,0.005
random,1,1,0.03871507170425448,0.05,0.005
random,1,2,0.09105432502444888,0.05,0.005
random,1,3,0.4396318111576448,0.05,0.005
random,1,4,0.8679014281128455,0.05,0.005
random,1,5,0.9844124431703657,0.05,0.005
random,1,6,0.997902249296395,0.05,0.005
random,1,7,0.9997685755451539,0.05,0.005
random,1,8,0.9999552081700298,0.05,0.005
random,1,9,1.0,0.05,0.005
random,1,10,1.0,0.05,0.005
random,2,0,0.004994289041678797,0.05,0.005
random,2,1,0.04149216516240771,0.05,0.005
random,2,2,0.09639201809589931,0.05,0.005
random,2,3,0.42909826580964966,0.05,0.005
random,2,4,0.8635491553007398,0.05,0.005
random,2,5,0.9856890103245168,0.05,0.005
random,2,6,0.997491657521668,0.05,0.005
random,2,7,0.9996789918852135,0.05,0.005
random,2,8,0.9999104163400596,0.05,0.005
random,2,9,1.0,0.05,0.005
random,2,10,1.0,0.05,0.005
random,3,0,0.004994289041678797,0.05,0.005
random,3,1,0.03731159436518779,0.05,0.005
random,3,2,0.08414891790404097,0.05,0.005
random,3,3,0.39623599322150305,0.05,0.005
random,3,4,0.8323964375564563,0.05,0.005
random,3,5,0.9814039252573664,0.05,0.005
random,3,6,0.9975215187416482,0.05,0.005
random,3,7,0.999574477615283,0.05,0.005
random,3,8,0.9998208326801191,0.05,0.005
random,3,9,0.9999253469500496,0.05,0.005
random,3,10,0.9999776040850149,0.05,0.005
random,3,11,1.0,0.05,0.005
random,3,12,1.0,0.05,0.005
random,4,0,0.004994289041678797,0.05,0.005
random,4,1,0.04308974043134532,0.05,0.005
random,4,2,0.09819862190469791,0.05,0.005
random,4,3,0.4541667599829791,0.05,0.005
random,4,4,0.8712085582256464,0.05,0.005
random,4,5,0.9864430061290154,0.05,0.005
random,4,6,0.9979843676513404,0.05,0.005
random,4,7,0.9994774286503475,0.05,0.005
random,4,8,0.9998506939000993,0.05,0.005
random,4,9,0.9999776040850149,0.05,0.005
random,4,10,1.0,0.05,0.005
random,4,11,1.0,0.05,0.005
random,5,0,0.004994289041678797,0.05,0.005
random,5,1,0.03899128798907079,0.05,0.005
random,5,2,0.09321179816801416,0.05,0.005
random,5,3,0.4515464379297216,0.05,0.005
random,5,4,0.8710667174307406,0.05,0.005
random,5,5,0.986778944853792,0.05,0.005
random,5,6,0.998320306376117,0.05,0.005
random,5,7,0.9997013878001986,0.05,0.005
random,5,8,0.9999776040850149,0.05,0.005
random,5,9,0.99998506939001,0.05,0.005
random,5,10,1.0,0.05,0.005
random,5,11,1.0,0.05,0.005
random,6,0,0.004994289041678797,0.05,0.005
random,6,1,0.039498928728733215,0.05,0.005
random,6,2,0.09376423073764678,0.05,0.005
random,6,3,0.43921375407792285,0.05,0.005
random,6,4,0.869028689167096,0.05,0.005
random,6,5,0.9852037654998395,0.05,0.005
random,6,6,0.9978499921614298,0.05,0.005
random,6,7,0.9995595470052929,0.05,0.005
random,6,8,0.9999328122550447,0.05,0.005
random,6,9,0.99998506939001,0.05,0.005
random,6,10,1.0,0.05,0.005
random,6,11,1.0,0.05,0.005
random,7,0,0.004994289041678797,0.05,0.005
random,7,1,0.03684874545549558,0.05,0.005
random,7,2,0.08876994169596798,0.05,0.005
random,7,3,0.40464939195090815,0.05,0.005
random,7,4,0.8498503206348496,0.05,0.005
random,7,5,0.9839346636506835,0.05,0.005
random,7,6,0.9980814166162758,0.05,0.005
random,7,7,0.9996491306652333,0.05,0.005
random,7,8,0.9999402775600397,0.05,0.005
random,7,9,0.99998506939001,0.05,0.005
random,7,10,1.0,0.05,0.005
random,7,11,1.0,0.05,0.005
random,8,0,0.004994289041678797,0.05,0.005
random,8,1,0.036057423126021816,0.05,0.005
random,8,2,0.08355915880943315,0.05,0.005
random,8,3,0.3788418325830702,0.05,0.005
random,8,4,0.8355691921793464,0.05,0.005
random,8,5,0.9810903824475748,0.05,0.005
random,8,6,0.9970437392219659,0.05,0.005
random,8,7,0.9995446163953028,0.05,0.005
random,8,8,0.9998656245100893,0.05,0.005
random,8,9,0.9999776040850149,0.05,0.005
random,8,10,1.0,0.05,0.005
random,8,11,1.0,0.05,0.005
random,9,0,0.004994289041678797,0.05,0.005
random,9,1,0.037826700409845246,0.05,0.005
random,9,2,0.08751577045680202,0.05,0.005
random,9,3,0.4112188603465395,0.05,0.005
random,9,4,0.8448037744582055,0.05,0.005
random,9,5,0.98218031697685,0.05,0.005
random,9,6,0.9974394003867028,0.05,0.005
random,9,7,0.9995147551753227,0.05,0.005
random,9,8,0.9999552081700298,0.05,0.005
random,9,9,0.99998506939001,0.05,0.005
random,9,10,1.0,0.05,0.005
random,9,11,1.0,0.05,0.005
degree,0,0,0.004994289041678797,0.05,0.005
degree,0,1,0.44796309153210456,0.05,0.005
degree,0,2,0.7521070823348488,0.05,0.005
degree,0,3,0.9574477615282972,0.05,0.005
degree,0,4,0.9939381723440311,0.05,0.005
degree,0,5,0.9989772532156801,0.05,0.005
degree,0,6,0.9998133673751242,0.05,0.005
degree,0,7,0.9999402775600397,0.05,0.005
degree,0,8,0.9999776040850149,0.05,0.005
degree,0,9,1.0,0.05,0.005
degree,0,10,1.0,0.05,0.005
degree,1,0,0.004994289041678797,0.05,0.005
degree,1,1,0.44796309153210456,0.05,0.005
degree,1,2,0.7521070823348488,0.05,0.005
degree,1,3,0.9574477615282972,0.05,0.005
degree,1,4,0.9939381723440311,0.05,0.005
degree,1,5,0.9989772532156801,0.05,0.005
degree,1,6,0.9998133673751242,0.05,0.005
degree,1,7,0.9999402775600397,0.05,0.005
degree,1,8,0.9999776040850149,0.05,0.005
degree,1,9,1.0,0.05,0.005
degree,1,10,1.0,0.05,0.005
degree,2,0,0.004994289041678797,0.05,0.005
degree,2,1,0.44796309153210456,0.05,0.005
degree,2,2,0.7521070823348488,0.05,0.005
degree,2,3,0.9574477615282972,0.05,0.005
degree,2,4,0.9939381723440311,0.05,0.005
degree,2,5,0.9989772532156801,0.05,0.005
degree,2,6,0.9998133673751242,0.05,0.005
degree,2,7,0.9999402775600397,0.05,0.005
degree,2,8,0.9999776040850149,0.05,0.005
degree,2,9,1.0,0.05,0.005
degree,2,10,1.0,0.05,0.005
degree,3,0,0.004994289041678797,0.05,0.005
degree,3,1,0.44796309153210456,0.05,0.005
degree,3,2,0.7521070823348488,0.05,0.005
degree,3,3,0.9574477615282972,0.05,0.005
degree,3,4,0.9939381723440311,0.05,0.005
degree,3,5,0.9989772532156801,0.05,0.005
degree,3,6,0.9998133673751242,0.05,0.005
degree,3,7,0.9999402775600397,0.05,0.005
degree,3,8,0.9999776040850149,0.05,0.005
degree,3,9,1.0,0.05,0.005
degree,3,10,1.0,0.05,0.005
degree,4,0,0.004994289041678797,0.05,0.005
degree,4,1,0.44796309153210456,0.05,0.005
degree,4,2,0.7521070823348488,0.05,0.005
degree,4,3,0.9574477615282972,0.05,0.005
degree,4,4,0.9939381723440311,0.05,0.005
degree,4,5,0.9989772532156801,0.05,0.005
degree,4,6,0.9998133673751242,0.05,0.005
degree,4,7,0.9999402775600397,0.05,0.005
degree,4,8,0.9999776040850149,0.05,0.005
degree,4,9,1.0,0.05,0.005
degree,4,10,1.0,0.05,0.005
degree,5,0,0.004994289041678797,0.05,0.005
degree,5,1,0.44796309153210456,0.05,0.005
degree,5,2,0.7521070823348488,0.05,0.005
degree,5,3,0.9574477615282972,0.05,0.005
degree,5,4,0.9939381723440311,0.05,0.005
degree,5,5,0.9989772532156801,0.05,0.005
degree,5,6,0.9998133673751242,0.05,0.005
degree,5,7,0.9999402775600397,0.05,0.005
degree,5,8,0.9999776040850149,0.05,0.005
degree,5,9,1.0,0.05,0.005
degree,5,10,1.0,0.05,0.005
degree,6,0,0.004994289041678797,0.05,0.005
degree,6,1,0.44796309153210456,0.05,0.005
degree,6,2,0.7521070823348488,0.05,0.005
degree,6,3,0.9574477615282972,0.05,0.005
degree,6,4,0.9939381723440311,0.05,0.005
degree,6,5,0.9989772532156801,0.05,0.005
degree,6,6,0.9998133673751242,0.05,0.005
degree,6,7,0.9999402775600397,0.05,0.005
degree,6,8,0.9999776040850149,0.05,0.005
degree,6,9,1.0,0.05,0.005
degree,6,10,1.0,0.05,0.005
degree,7,0,0.004994289041678797,0.05,0.005
degree,7,1,0.44796309153210456,0.05,0.005
degree,7,2,0.7521070823348488,0.05,0.005
degree,7,3,0.9574477615282972,0.05,0.005
degree,7,4,0.9939381723440311,0.05,0.005
degree,7,5,0.9989772532156801,0.05,0.005
degree,7,6,0.9998133673751242,0.05,0.005
degree,7,7,0.9999402775600397,0.05,0.005
degree,7,8,0.9999776040850149,0.05,0.005
degree,7,9,1.0,0.05,0.005
degree,7,10,1.0,0.05,0.005
degree,8,0,0.004994289041678797,0.05,0.005
degree,8,1,0.44796309153210456,0.05,0.005
degree,8,2,0.7521070823348488,0.05,0.005
degree,8,3,0.9574477615282972,0.05,0.005
degree,8,4,0.9939381723440311,0.05,0.005
degree,8,5,0.9989772532156801,0.05,0.005
degree,8,6,0.9998133673751242,0.05,0.005
degree,8,7,0.9999402775600397,0.05,0.005
degree,8,8,0.9999776040850149,0.05,0.005
degree,8,9,1.0,0.05,0.005
degree,8,10,1.0,0.05,0.005
degree,9,0,0.004994289041678797,0.05,0.005
degree,9,1,0.44796309153210456,0.05,0.005
degree,9,2,0.7521070823348488,0.05,0.005
degree,9,3,0.9574477615282972,0.05,0.005
degree,9,4,0.9939381723440311,0.05,0.005
degree,9,5,0.9989772532156801,0.05,0.005
degree,9,6,0.9998133673751242,0.05,0.005
degree,9,7,0.9999402775600397,0.05,0.005
degree,9,8,0.9999776040850149,0.05,0.005
degree,9,9,1.0,0.05,0.005
degree,9,10,1.0,0.05,0.005
betweenness,0,0,0.004994289041678797,0.05,0.005
betweenness,0,1,0.449523340276067,0.05,0.005
betweenness,0,2,0.7965779041902757,0.05,0.005
betweenness,0,3,0.9737071958074847,0.05,0.005
betweenness,0,4,0.9963867923824028,0.05,0.005
betweenness,0,5,0.9994401021253724,0.05,0.005
betweenness,0,6,0.9997685755451539,0.05,0.005
betweenness,0,7,0.9999402775600397,0.05,0.005
betweenness,0,8,0.9999776040850149,0.05,0.005
betweenness,0,9,1.0,0.05,0.005
betweenness,0,10,1.0,0.05,0.005
betweenness,1,0,0.004994289041678797,0.05,0.005
betweenness,1,1,0.449523340276067,0.05,0.005
betweenness,1,2,0.7965779041902757,0.05,0.005
