strategy,run_id,time_step,fraction_active,tau,seed_fraction
random,7,1,0.0050465461766440465,0.05,0.0025
random,7,2,0.007614611094936284,0.05,0.0025
random,7,3,0.009144998618918576,0.05,0.0025
random,7,4,0.010458892298044836,0.05,0.0025
random,7,5,0.011996745127022165,0.05,0.0025
random,7,6,0.013191193926227855,0.05,0.0025
random,7,7,0.014288593760498085,0.05,0.0025
random,7,8,0.015274014019842781,0.05,0.0025
random,7,9,0.015975752689376125,0.05,0.0025
random,7,10,0.016767075018849897,0.05,0.0025
random,7,11,0.01725231984352721,0.05,0.0025
random,7,12,0.017603189178293878,0.05,0.0025
random,7,13,0.01784207893813502,0.05,0.0025
random,7,14,0.01799138503803573,0.05,0.0025
random,7,15,0.018118295222951334,0.05,0.0025
random,7,16,0.01826013601785701,0.05,0.0025
random,7,17,0.018312393152822258,0.05,0.0025
random,7,18,0.01835718498279247,0.05,0.0025
random,7,19,0.018401976812762684,0.05,0.0025
random,7,20,0.01842437272774779,0.05,0.0025
random,7,21,0.01842437272774779,0.05,0.0025
random,5,0,0.002493411868341881,0.05,0.0025
random,5,1,0.005165991056564616,0.05,0.0025
random,5,2,0.008174508969563952,0.05,0.0025
random,5,3,0.010160280098243414,0.05,0.0025
random,5,4,0.011974349212037059,0.05,0.0025
random,5,5,0.013549528565989564,0.05,0.0025
random,5,6,0.014863422245115825,0.05,0.0025
random,5,7,0.01566220987958463,0.05,0.0025
random,5,8,0.016483393429038543,0.05,0.0025
random,5,9,0.017274715758512315,0.05,0.0025
random,5,10,0.01793912790307048,0.05,0.0025
random,5,11,0.018252670712861973,0.05,0.0025
random,5,12,0.01835718498279247,0.05,0.0025
random,5,13,0.0184467686427329,0.05,0.0025
random,5,14,0.01851395638768822,0.05,0.0025
random,5,15,0.018521421692683254,0.05,0.0025
random,5,16,0.01852888699767829,0.05,0.0025
random,5,17,0.01854381760766836,0.05,0.0025
random,5,18,0.01859607474263361,0.05,0.0025
random,5,19,0.018678193097579003,0.05,0.0025
random,5,20,0.01873045023254425,0.05,0.0025
random,5,21,0.018745380842534323,0.05,0.0025
random,5,22,0.01876031145252439,0.05,0.0025
random,5,23,0.01876031145252439,0.05,0.0025
random,4,0,0.002493411868341881,0.05,0.0025
random,4,1,0.004785260501817802,0.05,0.0025
random,4,2,0.007398117250080252,0.05,0.0025
random,4,3,0.009637708748590924,0.05,0.0025
random,4,4,0.011377124812434213,0.05,0.0025
random,4,5,0.012855255201451254,0.05,0.0025
random,4,6,0.013788418325830701,0.05,0.0025
random,4,7,0.014497622300359081,0.05,0.0025
random,4,8,0.014908214075086038,0.05,0.0025
random,4,9,0.015318805849812994,0.05,0.0025
random,4,10,0.015602487439624346,0.05,0.0025
random,4,11,0.015833911894470448,0.05,0.0025
random,4,12,0.016020544519346338,0.05,0.0025
random,4,13,0.016110128179286764,0.05,0.0025
random,4,14,0.01625196897419244,0.05,0.0025
random,4,15,0.01637141385411301,0.05,0.0025
random,4,16,0.01646846281904847,0.05,0.0025
random,4,17,0.016535650564003794,0.05,0.0025
random,4,18,0.016640164833934292,0.05,0.0025
random,4,19,0.017020895388681106,0.05,0.0025
random,4,20,0.017274715758512315,0.05,0.0025
random,4,21,0.017565862653318703,0.05,0.0025
random,4,22,0.017827148328144946,0.05,0.0025
random,4,23,0.01805857278299105,0.05,0.0025
random,4,24,0.01820787888289176,0.05,0.0025
random,4,25,0.018416907422752756,0.05,0.0025
random,4,26,0.01861100535262368,0.05,0.0025
random,4,27,0.01876777675751943,0.05,0.0025
random,4,28,0.018902152247430068,0.05,0.0025
random,4,29,0.01899920121236553,0.05,0.0025
random,4,30,0.01905145834733078,0.05,0.0025
random,4,31,0.01906638895732085,0.05,0.0025
random,4,32,0.019088784872305958,0.05,0.0025
random,4,33,0.01910371548229603,0.05,0.0025
random,4,34,0.01914104200727121,0.05,0.0025
random,4,35,0.01914104200727121,0.05,0.0025
random,6,0,0.002493411868341881,0.05,0.0025
random,6,1,0.004628489096922055,0.05,0.0025
random,6,2,0.006890476510417833,0.05,0.0025
random,6,3,0.009488402648690213,0.05,0.0025
random,6,4,0.01136219420244414,0.05,0.0025
random,6,5,0.012616365441610117,0.05,0.0025
random,6,6,0.013751091800855524,0.05,0.0025
random,6,7,0.014714116145215114,0.05,0.0025
random,6,8,0.015475577254708741,0.05,0.0025
random,6,9,0.01594589146939598,0.05,0.0025
random,6,10,0.01628183019417258,0.05,0.0025
random,6,11,0.01675960971385486,0.05,0.0025
random,6,12,0.01728218106350735,0.05,0.0025
random,6,13,0.01758079326330877,0.05,0.0025
random,6,14,0.017812217718154874,0.05,0.0025
random,6,15,0.017901801378095304,0.05,0.0025
random,6,16,0.01799138503803573,0.05,0.0025
random,6,17,0.018051107477996015,0.05,0.0025
random,6,18,0.01808843400297119,0.05,0.0025
random,6,19,0.018133225832941406,0.05,0.0025
random,6,20,0.01817055235791658,0.05,0.0025
random,6,21,0.01817801766291162,0.05,0.0025
random,6,22,0.018192948272901688,0.05,0.0025
random,6,23,0.018215344187886798,0.05,0.0025
random,6,24,0.018252670712861973,0.05,0.0025
random,6,25,0.01827506662784708,0.05,0.0025
random,6,26,0.018312393152822258,0.05,0.0025
random,6,27,0.018334789067807365,0.05,0.0025
random,6,28,0.01836465028778751,0.05,0.0025
random,6,29,0.018379580897777578,0.05,0.0025
random,6,30,0.01839451150776765,0.05,0.0025
random,6,31,0.01839451150776765,0.05,0.0025
random,8,0,0.002493411868341881,0.05,0.0025
random,8,1,0.004733003366852553,0.05,0.0025
random,8,2,0.007651937619911462,0.05,0.0025
random,8,3,0.00966010466357603,0.05,0.0025
random,8,4,0.011197957492553359,0.05,0.0025
random,8,5,0.012608900136615081,0.05,0.0025
random,8,6,0.013788418325830701,0.05,0.0025
random,8,7,0.014676789620239935,0.05,0.0025
random,8,8,0.015423320119743492,0.05,0.0025
random,8,9,0.015811515979485342,0.05,0.0025
random,8,10,0.0161175934842818,0.05,0.0025
random,8,11,0.016334087329137832,0.05,0.0025
random,8,12,0.016483393429038543,0.05,0.0025
random,8,13,0.016580442393974007,0.05,0.0025
random,8,14,0.016670026053914433,0.05,0.0025
random,8,15,0.016744679103864787,0.05,0.0025
random,8,16,0.016834262763805216,0.05,0.0025
random,8,17,0.01690891581375557,0.05,0.0025
random,8,18,0.016976103558710893,0.05,0.0025
random,8,19,0.017110479048621532,0.05,0.0025
random,8,20,0.017326972893477562,0.05,0.0025
random,8,21,0.01748374429837331,0.05,0.0025
random,8,22,0.01753600143333856,0.05,0.0025
random,8,23,0.017558397348323665,0.05,0.0025
random,8,24,0.017573327958313737,0.05,0.0025
random,8,25,0.01758079326330877,0.05,0.0025
random,8,26,0.01758079326330877,0.05,0.0025
random,3,0,0.002493411868341881,0.05,0.0025
random,3,1,0.004986823736683762,0.05,0.0025
random,3,2,0.007726590669861817,0.05,0.0025
random,3,3,0.009607847528610781,0.05,0.0025
random,3,4,0.01114570035758811,0.05,0.0025
random,3,5,0.012556643001649832,0.05,0.0025
random,3,6,0.013459944906049136,0.05,0.0025
random,3,7,0.014273663150508015,0.05,0.0025
random,3,8,0.01493807529506618,0.05,0.0025
random,3,9,0.015520369084678954,0.05,0.0025
random,3,10,0.015990683299366197,0.05,0.0025
random,3,11,0.0162221077542123,0.05,0.0025
random,3,12,0.016378879159108045,0.05,0.0025
random,3,13,0.016513254649018684,0.05,0.0025
random,3,14,0.016602838308959113,0.05,0.0025
random,3,15,0.016684956663904505,0.05,0.0025
random,3,16,0.01677454032384493,0.05,0.0025
random,3,17,0.016856658678790323,0.05,0.0025
random,3,18,0.01690891581375557,0.05,0.0025
random,3,19,0.016983568863705927,0.05,0.0025
random,3,20,0.01705822191365628,0.05,0.0025
random,3,21,0.017132874963606638,0.05,0.0025
random,3,22,0.01716273618358678,0.05,0.0025
random,3,23,0.017192597403566923,0.05,0.0025
random,3,24,0.017222458623547064,0.05,0.0025
random,3,25,0.01725231984352721,0.05,0.0025
random,3,26,0.01728218106350735,0.05,0.0025
random,3,27,0.017319507588482528,0.05,0.0025
random,3,28,0.017326972893477562,0.05,0.0025
random,3,29,0.017341903503467634,0.05,0.0025
random,3,30,0.01736429941845274,0.05,0.0025
random,3,31,0.01740162594342792,0.05,0.0025
random,3,32,0.017424021858413026,0.05,0.0025
random,3,33,0.017461348383388205,0.05,0.0025
random,3,34,0.01748374429837331,0.05,0.0025
random,3,35,0.017506140213358418,0.05,0.0025
random,3,36,0.017513605518353452,0.05,0.0025
random,3,37,0.017521070823348486,0.05,0.0025
random,3,38,0.017521070823348486,0.05,0.0025
random,9,0,0.002493411868341881,0.05,0.0025
random,9,1,0.005143595141579509,0.05,0.0025
random,9,2,0.00829395384948452,0.05,0.0025
random,9,3,0.010548475957985264,0.05,0.0025
random,9,4,0.012758206236515792,0.05,0.0025
random,9,5,0.014669324315244899,0.05,0.0025
random,9,6,0.0165580464789889,0.05,0.0025
random,9,7,0.01770023814322934,0.05,0.0025
random,9,8,0.018536352302673326,0.05,0.0025
random,9,9,0.019417258292087524,0.05,0.0025
random,9,10,0.019992086776705262,0.05,0.0025
random,9,11,0.020678894836248535,0.05,0.0025
random,9,12,0.021268653930856345,0.05,0.0025
random,9,13,0.021843482415474083,0.05,0.0025
random,9,14,0.022380984375116646,0.05,0.0025
random,9,15,0.02284383328480885,0.05,0.0025
random,9,16,0.023194702619575524,0.05,0.0025
random,9,17,0.023441057684411695,0.05,0.0025
random,9,18,0.023717273969228014,0.05,0.0025
random,9,19,0.02392630250908901,0.05,0.0025
random,9,20,0.02435929019880107,0.05,0.0025
random,9,21,0.0246802983135876,0.05,0.0025
random,9,22,0.024881861548453562,0.05,0.0025
random,9,23,0.02510582069830463,0.05,0.0025
random,9,24,0.025247661493210304,0.05,0.0025
random,9,25,0.025329779848155695,0.05,0.0025
random,9,26,0.025374571678125908,0.05,0.0025
random,9,27,0.02542682881309116,0.05,0.0025
random,9,28,0.02544175942308123,0.05,0.0025
random,9,29,0.02544175942308123,0.05,0.0025
degree,0,0,0.002493411868341881,0.05,0.0025
degree,0,1,0.06378356587758392,0.05,0.0025
degree,0,2,0.10331235582629729,0.05,0.0025
degree,0,3,0.13725709763872404,0.05,0.0025
degree,0,4,0.1654983464349436,0.05,0.0025
degree,0,5,0.18737915537539288,0.05,0.0025
degree,0,6,0.20575873627317043,0.05,0.0025
degree,0,7,0.2213836196277799,0.05,0.0025
degree,0,8,0.23398505445939993,0.05,0.0025
degree,0,9,0.2445559263323703,0.05,0.0025
degree,0,10,0.2525960598120236,0.05,0.0025
degree,0,11,0.2588445200928684,0.05,0.0025
degree,0,12,0.26451815188909544,0.05,0.0025
degree,0,13,0.26902719610609693,0.05,0.0025
degree,0,14,0.27224474255895725,0.05,0.0025
degree,0,15,0.2751786074220062,0.05,0.0025
degree,0,16,0.2770822601957403,0.05,0.0025
degree,0,17,0.2788440721745687,0.05,0.0025
degree,0,18,0.27996386792382405,0.05,0.0025
degree,0,19,0.2808373086082432,0.05,0.0025
degree,0,20,0.2815465125827716,0.05,0.0025
degree,0,21,0.2820765492374191,0.05,0.0025
degree,0,22,0.28250207162213614,0.05,0.0025
degree,0,23,0.28289026748187796,0.05,0.0025
degree,0,24,0.2832112755966645,0.05,0.0025
degree,0,25,0.28336804700156026,0.05,0.0025
degree,0,26,0.283517353101461,0.05,0.0025
degree,0,27,0.2836293326763865,0.05,0.0025
degree,0,28,0.28370398572633687,0.05,0.0025
degree,0,29,0.2837114510313319,0.05,0.0025
degree,0,30,0.2837114510313319,0.05,0.0025
degree,1,0,0.002493411868341881,0.05,0.0025
degree,1,1,0.06378356587758392,0.05,0.0025
degree,1,2,0.10331235582629729,0.05,0.0025
degree,1,3,0.13725709763872404,0.05,0.0025
degree,1,4,0.1654983464349436,0.05,0.0025
degree,1,5,0.18737915537539288,0.05,0.0025
degree,1,6,0.20575873627317043,0.05,0.0025
degree,1,7,0.2213836196277799,0.05,0.0025
degree,1,8,0.23398505445939993,0.05,0.0025
degree,1,9,0.2445559263323703,0.05,0.0025
degree,1,10,0.2525960598120236,0.05,0.0025
degree,1,11,0.2588445200928684,0.05,0.0025
degree,1,12,0.26451815188909544,0.05,0.0025
degree,1,13,0.26902719610609693,0.05,0.0025
degree,1,14,0.27224474255895725,0.05,0.0025
degree,1,15,0.2751786074220062,0.05,0.0025
degree,1,16,0.2770822601957403,0.05,0.0025
degree,1,17,0.2788440721745687,0.05,0.0025
degree,1,18,0.27996386792382405,0.05,0.0025
degree,1,19,0.2808373086082432,0.05,0.0025
degree,1,20,0.2815465125827716,0.05,0.0025
degree,1,21,0.2820765492374191,0.05,0.0025
degree,1,22,0.28250207162213614,0.05,0.0025
degree,1,23,0.28289026748187796,0.05,0.0025
degree,1,24,0.2832112755966645,0.05,0.0025
degree,1,25,0.28336804700156026,0.05,0.0025
degree,1,26,0.283517353101461,0.05,0.0025
degree,1,27,0.2836293326763865,0.05,0.0025
degree,1,28,0.28370398572633687,0.05,0.0025
degree,1,29,0.2837114510313319,0.05,0.0025
degree,1,30,0.2837114510313319,0.05,0.0025
degree,5,0,0.002493411868341881,0.05,0.0025
degree,5,1,0.06378356587758392,0.05,0.0025
degree,5,2,0.10331235582629729,0.05,0.0025
degree,5,3,0.13725709763872404,0.05,0.0025
degree,5,4,0.1654983464349436,0.05,0.0025
degree,5,5,0.18737915537539288,0.05,0.0025
degree,5,6,0.20575873627317043,0.05,0.0025
degree,5,7,0.2213836196277799,0.05,0.0025
degree,5,8,0.23398505445939993,0.05,0.0025
degree,5,9,0.2445559263323703,0.05,0.0025
degree,5,10,0.2525960598120236,0.05,0.0025
degree,5,11,0.2588445200928684,0.05,0.0025
degree,5,12,0.26451815188909544,0.05,0.0025
degree,5,13,0.26902719610609693,0.05,0.0025
degree,5,14,0.27224474255895725,0.05,0.0025
degree,5,15,0.2751786074220062,0.05,0.0025
degree,5,16,0.2770822601957403,0.05,0.0025
degree,5,17,0.2788440721745687,0.05,0.0025
degree,5,18,0.27996386792382405,0.05,0.0025
degree,5,19,0.2808373086082432,0.05,0.0025
degree,5,20,0.2815465125827716,0.05,0.0025
degree,5,21,0.2820765492374191,0.05,0.0025
degree,5,22,0.28250207162213614,0.05,0.0025
degree,5,23,0.28289026748187796,0.05,0.0025
degree,5,24,0.2832112755966645,0.05,0.0025
degree,5,25,0.28336804700156026,0.05,0.0025
degree,5,26,0.283517353101461,0.05,0.0025
degree,5,27,0.2836293326763865,0.05,0.0025
degree,5,28,0.28370398572633687,0.05,0.0025
degree,5,29,0.2837114510313319,0.05,0.0025
degree,5,30,0.2837114510313319,0.05,0.0025
degree,3,0,0.002493411868341881,0.05,0.0025
degree,3,1,0.06378356587758392,0.05,0.0025
degree,3,2,0.10331235582629729,0.05,0.0025
degree,3,3,0.13725709763872404,0.05,0.0025
degree,3,4,0.1654983464349436,0.05,0.0025
degree,3,5,0.18737915537539288,0.05,0.0025
degree,3,6,0.20575873627317043,0.05,0.0025
degree,3,7,0.2213836196277799,0.05,0.0025
degree,3,8,0.23398505445939993,0.05,0.0025
degree,3,9,0.2445559263323703,0.05,0.0025
degree,3,10,0.2525960598120236,0.05,0.0025
degree,3,11,0.2588445200928684,0.05,0.0025
degree,3,12,0.26451815188909544,0.05,0.0025
degree,3,13,0.26902719610609693,0.05,0.0025
degree,3,14,0.27224474255895725,0.05,0.0025
degree,3,15,0.2751786074220062,0.05,0.0025
degree,3,16,0.2770822601957403,0.05,0.0025
degree,3,17,0.2788440721745687,0.05,0.0025
degree,3,18,0.27996386792382405,0.05,0.0025
degree,3,19,0.2808373086082432,0.05,0.0025
degree,3,20,0.2815465125827716,0.05,0.0025
degree,3,21,0.2820765492374191,0.05,0.0025
degree,3,22,0.28250207162213614,0.05,0.0025
degree,3,23,0.28289026748187796,0.05,0.0025
degree,3,24,0.2832112755966645,0.05,0.0025
degree,3,25,0.28336804700156026,0.05,0.0025
degree,3,26,0.283517353101461,0.05,0.0025
degree,3,27,0.2836293326763865,0.05,0.0025
degree,3,28,0.28370398572633687,0.05,0.0025
degree,3,29,0.2837114510313319,0.05,0.0025
degree,3,30,0.2837114510313319,0.05,0.0025
degree,2,0,0.002493411868341881,0.05,0.0025
degree,2,1,0.06378356587758392,0.05,0.0025
degree,2,2,0.10331235582629729,0.05,0.0025
degree,2,3,0.13725709763872404,0.05,0.0025
degree,2,4,0.1654983464349436,0.05,0.0025
degree,2,5,0.18737915537539288,0.05,0.0025
degree,2,6,0.20575873627317043,0.05,0.0025
degree,2,7,0.2213836196277799,0.05,0.0025
degree,2,8,0.23398505445939993,0.05,0.0025
degree,2,9,0.2445559263323703,0.05,0.0025
degree,2,10,0.2525960598120236,0.05,0.0025
degree,2,11,0.2588445200928684,0.05,0.0025
degree,2,12,0.26451815188909544,0.05,0.0025
degree,2,13,0.26902719610609693,0.05,0.0025
degree,2,14,0.27224474255895725,0.05,0.0025
degree,2,15,0.2751786074220062,0.05,0.0025
degree,2,16,0.2770822601957403,0.05,0.0025
degree,2,17,0.2788440721745687,0.05,0.0025
degree,2,18,0.27996386792382405,0.05,0.0025
degree,2,19,0.2808373086082432,0.05,0.0025
degree,2,20,0.2815465125827716,0.05,0.0025
degree,2,21,0.2820765492374191,0.05,0.0025
degree,2,22,0.28250207162213614,0.05,0.0025
degree,2,23,0.28289026748187796,0.05,0.0025
degree,2,24,0.2832112755966645,0.05,0.0025
degree,2,25,0.28336804700156026,0.05,0.0025
degree,2,26,0.283517353101461,0.05,0.0025
degree,2,27,0.2836293326763865,0.05,0.0025
degree,2,28,0.28370398572633687,0.05,0.0025
degree,2,29,0.2837114510313319,0.05,0.0025
degree,2,30,0.2837114510313319,0.05,0.0025
degree,4,0,0.002493411868341881,0.05,0.0025
degree,4,1,0.06378356587758392,0.05,0.0025
degree,4,2,0.10331235582629729,0.05,0.0025
degree,4,3,0.13725709763872404,0.05,0.0025
degree,4,4,0.1654983464349436,0.05,0.0025
degree,4,5,0.18737915537539288,0.05,0.0025
degree,4,6,0.20575873627317043,0.05,0.0025
degree,4,7,0.2213836196277799,0.05,0.0025
degree,4,8,0.23398505445939993,0.05,0.0025
degree,4,9,0.2445559263323703,0.05,0.0025
degree,4,10,0.2525960598120236,0.05,0.0025
degree,4,11,0.2588445200928684,0.05,0.0025
degree,4,12,0.26451815188909544,0.05,0.0025
degree,4,13,0.26902719610609693,0.05,0.0025
degree,4,14,0.27224474255895725,0.05,0.0025
degree,4,15,0.2751786074220062,0.05,0.0025
degree,4,16,0.2770822601957403,0.05,0.0025
degree,4,17,0.2788440721745687,0.05,0.0025
degree,4,18,0.27996386792382405,0.05,0.0025
degree,4,19,0.2808373086082432,0.05,0.0025
degree,4,20,0.2815465125827716,0.05,0.0025
degree,4,21,0.2820765492374191,0.05,0.0025
degree,4,22,0.28250207162213614,0.05,0.0025
degree,4,23,0.28289026748187796,0.05,0.0025
degree,4,24,0.2832112755966645,0.05,0.0025
degree,4,25,0.28336804700156026,0.05,0.0025
degree,4,26,0.283517353101461,0.05,0.0025
degree,4,27,0.2836293326763865,0.05,0.0025
degree,4,28,0.28370398572633687,0.05,0.0025
degree,4,29,0.2837114510313319,0.05,0.0025
degree,4,30,0.2837114510313319,0.05,0.0025
degree,6,0,0.002493411868341881,0.05,0.0025
degree,6,1,0.06378356587758392,0.05,0.0025
degree,6,2,0.10331235582629729,0.05,0.0025
degree,6,3,0.13725709763872404,0.05,0.0025
degree,6,4,0.1654983464349436,0.05,0.0025
degree,6,5,0.18737915537539288,0.05,0.0025
degree,6,6,0.20575873627317043,0.05,0.0025
degree,6,7,0.2213836196277799,0.05,0.0025
degree,6,8,0.23398505445939993,0.05,0.0025
degree,6,9,0.2445559263323703,0.05,0.0025
degree,6,10,0.2525960598120236,0.05,0.0025
degree,6,11,0.2588445200928684,0.05,0.0025
degree,6,12,0.26451815188909544,0.05,0.0025
degree,6,13,0.26902719610609693,0.05,0.0025
degree,6,14,0.27224474255895725,0.05,0.0025
degree,6,15,0.2751786074220062,0.05,0.0025
degree,6,16,0.2770822601957403,0.05,0.0025
degree,6,17,0.2788440721745687,0.05,0.0025
degree,6,18,0.27996386792382405,0.05,0.0025
degree,6,19,0.2808373086082432,0.05,0.0025
degree,6,20,0.2815465125827716,0.05,0.0025
degree,6,21,0.2820765492374191,0.05,0.0025
degree,6,22,0.28250207162213614,0.05,0.0025
degree,6,23,0.28289026748187796,0.05,0.0025
degree,6,24,0.2832112755966645,0.05,0.0025
degree,6,25,0.28336804700156026,0.05,0.0025
degree,6,26,0.283517353101461,0.05,0.0025
degree,6,27,0.2836293326763865,0.05,0.0025
degree,6,28,0.28370398572633687,0.05,0.0025
degree,6,29,0.2837114510313319,0.05,0.0025
degree,6,30,0.2837114510313319,0.05,0.0025
degree,8,0,0.002493411868341881,0.05,0.0025
degree,8,1,0.06378356587758392,0.05,0.0025
degree,8,2,0.10331235582629729,0.05,0.0025
degree,8,3,0.13725709763872404,0.05,0.0025
degree,8,4,0.1654983464349436,0.05,0.0025
degree,8,5,0.18737915537539288,0.05,0.0025
degree,8,6,0.20575873627317043,0.05,0.0025
degree,8,7,0.2213836196277799,0.05,0.0025
degree,8,8,0.23398505445939993,0.05,0.0025
degree,8,9,0.2445559263323703,0.05,0.0025
degree,8,10,0.2525960598120236,0.05,0.0025
degree,8,11,0.2588445200928684,0.05,0.0025
degree,8,12,0.26451815188909544,0.05,0.0025
degree,8,13,0.26902719610609693,0.05,0.0025
degree,8,14,0.27224474255895725,0.05,0.0025
degree,8,15,0.2751786074220062,0.05,0.0025
degree,8,16,0.2770822601957403,0.05,0.0025
degree,8,17,0.2788440721745687,0.05,0.0025
degree,8,18,0.27996386792382405,0.05,0.0025
degree,8,19,0.2808373086082432,0.05,0.0025
degree,8,20,0.2815465125827716,0.05,0.0025
degree,8,21,0.2820765492374191,0.05,0.0025
degree,8,22,0.28250207162213614,0.05,0.0025
degree,8,23,0.28289026748187796,0.05,0.0025
degree,8,24,0.2832112755966645,0.05,0.0025
degree,8,25,0.28336804700156026,0.05,0.0025
degree,8,26,0.283517353101461,0.05,0.0025
degree,8,27,0.2836293326763865,0.05,0.0025
degree,8,28,0.28370398572633687,0.05,0.0025
degree,8,29,0.2837114510313319,0.05,0.0025
degree,8,30,0.2837114510313319,0.05,0.0025
degree,7,0,0.002493411868341881,0.05,0.0025
degree,7,1,0.06378356587758392,0.05,0.0025
degree,7,2,0.10331235582629729,0.05,0.0025
degree,7,3,0.13725709763872404,0.05,0.0025
degree,7,4,0.1654983464349436,0.05,0.0025
degree,7,5,0.18737915537539288,0.05,0.0025
degree,7,6,0.20575873627317043,0.05,0.0025
degree,7,7,0.2213836196277799,0.05,0.0025
degree,7,8,0.23398505445939993,0.05,0.0025
degree,7,9,0.2445559263323703,0.05,0.0025
degree,7,10,0.2525960598120236,0.05,0.0025
degree,7,11,0.2588445200928684,0.05,0.0025
degree,7,12,0.26451815188909544,0.05,0.0025
degree,7,13,0.26902719610609693,0.05,0.0025
degree,7,14,0.27224474255895725,0.05,0.0025
degree,7,15,0.2751786074220062,0.05,0.0025
degree,7,16,0.2770822601957403,0.05,0.0025
degree,7,17,0.2788440721745687,0.05,0.0025
degree,7,18,0.27996386792382405,0.05,0.0025
degree,7,19,0.2808373086082432,0.05,0.0025
degree,7,20,0.2815465125827716,0.05,0.0025
degree,7,21,0.2820765492374191,0.05,0.0025
degree,7,22,0.28250207162213614,0.05,0.0025
degree,7,23,0.28289026748187796,0.05,0.0025
degree,7,24,0.2832112755966645,0.05,0.0025
degree,7,25,0.28336804700156026,0.05,0.0025
degree,7,26,0.283517353101461,0.05,0.0025
