node,degree,strategy,adoption_time,tau,seed_fraction
WendelU,3,betweenness,1,0.05,0.0025
deBruijnD,7,betweenness,1,0.05,0.0025
RosenbergJ,10,betweenness,1,0.05,0.0025
MackenstedtU,6,betweenness,1,0.05,0.0025
EngelsbelS,7,betweenness,1,0.05,0.0025
HemrikaDJ,7,betweenness,1,0.05,0.0025
GoethalsA,4,betweenness,1,0.05,0.0025
HandayaniD,5,betweenness,1,0.05,0.0025
WitteL,6,betweenness,1,0.05,0.0025
EdelCM,4,betweenness,1,0.05,0.0025
BrahamJ,4,betweenness,1,0.05,0.0025
ArulampalamW,3,betweenness,1,0.05,0.0025
MacCurdyT,3,betweenness,1,0.05,0.0025
vanOpstalR,2,betweenness,1,0.05,0.0025
RumyantzevaGM,6,betweenness,1,0.05,0.0025
PoelijoeNW,6,betweenness,1,0.05,0.0025
HelouK,6,betweenness,1,0.05,0.0025
SzpirerC,6,betweenness,1,0.05,0.0025
SzpirerJKLK,6,betweenness,1,0.05,0.0025
LevanG,6,betweenness,1,0.05,0.0025
ArwertF,11,betweenness,1,0.05,0.0025
Hoda?ovaK,4,betweenness,1,0.05,0.0025
HrebicekM,4,betweenness,1,0.05,0.0025
CevenkovaM,4,betweenness,1,0.05,0.0025
ZemanJ,4,betweenness,1,0.05,0.0025
BrinkhorstPJH,2,betweenness,1,0.05,0.0025
VerheyHJ,15,betweenness,1,0.05,0.0025
KumkeMU,6,betweenness,1,0.05,0.0025
HemmingsenSL,6,betweenness,1,0.05,0.0025
McGownLB,10,betweenness,1,0.05,0.0025
EversLM,6,betweenness,1,0.05,0.0025
HollenbergM,1,betweenness,1,0.05,0.0025
HoornMC,13,betweenness,1,0.05,0.0025
LindersA,6,betweenness,1,0.05,0.0025
HuizingM,10,betweenness,1,0.05,0.0025
IacobazziV,10,betweenness,1,0.05,0.0025
SavelkoulP,10,betweenness,1,0.05,0.0025
RuitenbeekW,10,betweenness,1,0.05,0.0025
IndiveriC,10,betweenness,1,0.05,0.0025
PalmieriF,10,betweenness,1,0.05,0.0025
DelfittoD,1,betweenness,1,0.05,0.0025
MihalikSJ,6,betweenness,1,0.05,0.0025
JacasJA,5,betweenness,1,0.05,0.0025
vandeKlashorstG,6,betweenness,1,0.05,0.0025
SeiferasJ,2,betweenness,1,0.05,0.0025
ChiecoP,5,betweenness,1,0.05,0.0025
JonkerSA,10,betweenness,1,0.05,0.0025
JonkmanAM,3,betweenness,1,0.05,0.0025
HaenMarshallI,1,betweenness,1,0.05,0.0025
vanderHeijdenPGM,4,betweenness,1,0.05,0.0025
KanawakaH,6,betweenness,1,0.05,0.0025
ProkešKKNNH,6,betweenness,1,0.05,0.0025
SakuraiJ,9,betweenness,1,0.05,0.0025
AndoH,11,betweenness,1,0.05,0.0025
StruikM,5,betweenness,1,0.05,0.0025
VeugelersPJ,21,betweenness,1,0.05,0.0025
MekkinkP,3,betweenness,1,0.05,0.0025
VogelsIMC,9,betweenness,1,0.05,0.0025
KeulenWJ,12,betweenness,1,0.05,0.0025
DeminOV,5,betweenness,1,0.05,0.0025
KiewietAT,13,betweenness,1,0.05,0.0025
BiermanD,2,betweenness,1,0.05,0.0025
KirchherrWW,2,betweenness,1,0.05,0.0025
KitsKS,4,betweenness,1,0.05,0.0025
DreijerAMC,4,betweenness,1,0.05,0.0025
LodderJC,4,betweenness,1,0.05,0.0025
NiskanenK,8,betweenness,1,0.05,0.0025
KoppelaarL,6,betweenness,1,0.05,0.0025
KozinIS,4,betweenness,1,0.05,0.0025
VelthorstNH,4,betweenness,1,0.05,0.0025
AinscoughC,8,betweenness,1,0.05,0.0025
WijnandsP,4,betweenness,1,0.05,0.0025
MartinaGB,4,betweenness,1,0.05,0.0025
vanderLindenJC,11,betweenness,1,0.05,0.0025
HavekesL,5,betweenness,1,0.05,0.0025
BenaventX,3,betweenness,1,0.05,0.0025
vandenBrandenJ,1,betweenness,1,0.05,0.0025
ParmarAM,4,betweenness,1,0.05,0.0025
Slaper-CortenbachICM,14,betweenness,1,0.05,0.0025
vanderAkkerK,1,betweenness,1,0.05,0.0025
vanderSchaarD,3,betweenness,1,0.05,0.0025
vanOostendorpE,6,betweenness,1,0.05,0.0025
SchaapC,3,betweenness,1,0.05,0.0025
Lie-VenemaH,3,betweenness,1,0.05,0.0025
LoonenHEWM,9,betweenness,1,0.05,0.0025
TheNetherlandsALSConsortium,4,betweenness,1,0.05,0.0025
vanHeerikhuizeJJ,8,betweenness,1,0.05,0.0025
GuldenaarSEF,5,betweenness,1,0.05,0.0025
HofmanMA,5,betweenness,1,0.05,0.0025
LuderusMEE,4,betweenness,1,0.05,0.0025
MargoliesDC,2,betweenness,1,0.05,0.0025
BoyerJE,2,betweenness,1,0.05,0.0025
ZijlstraJW,2,betweenness,1,0.05,0.0025
GoethemREM,3,betweenness,1,0.05,0.0025
MauriceMM,7,betweenness,1,0.05,0.0025
LankesterAC,7,betweenness,1,0.05,0.0025
BezemerAC,7,betweenness,1,0.05,0.0025
GeertsmaMF,7,betweenness,1,0.05,0.0025
ColeTJ,11,betweenness,1,0.05,0.0025
SchmidW,8,betweenness,1,0.05,0.0025
MelzochK,2,betweenness,1,0.05,0.0025
NeijsselOM,11,betweenness,1,0.05,0.0025
SchweissP,14,betweenness,1,0.05,0.0025
PradeP,2,betweenness,1,0.05,0.0025
MilanJB,12,betweenness,1,0.05,0.0025
MoenCJ,4,betweenness,1,0.05,0.0025
StoffersHJ,10,betweenness,1,0.05,0.0025
vanWolvenP,3,betweenness,1,0.05,0.0025
CambierP,9,betweenness,1,0.05,0.0025
MuskensR,2,betweenness,1,0.05,0.0025
BullM,7,betweenness,1,0.05,0.0025
McEwenKA,11,betweenness,1,0.05,0.0025
SwanT,7,betweenness,1,0.05,0.0025
SlobounovSM,3,betweenness,1,0.05,0.0025
SlobounovaES,3,betweenness,1,0.05,0.0025
Niezen-KoningKE,7,betweenness,1,0.05,0.0025
VisserGRBWC,7,betweenness,1,0.05,0.0025
ReijngoudDJ,7,betweenness,1,0.05,0.0025
SmitGP,7,betweenness,1,0.05,0.0025
NijhuisMJG,8,betweenness,1,0.05,0.0025
NilssonJ,8,betweenness,1,0.05,0.0025
WikstromH,7,betweenness,1,0.05,0.0025
GlaseS,7,betweenness,1,0.05,0.0025
PugsleyT,7,betweenness,1,0.05,0.0025
CrucianiG,7,betweenness,1,0.05,0.0025
PastorM,7,betweenness,1,0.05,0.0025
ClementiS,7,betweenness,1,0.05,0.0025
OduorGI,6,betweenness,1,0.05,0.0025
Oei-LimVLB,4,betweenness,1,0.05,0.0025
OomsWG,4,betweenness,1,0.05,0.0025
NagaseF,19,betweenness,1,0.05,0.0025
ZeeB,3,betweenness,1,0.05,0.0025
RomagnoliR,8,betweenness,1,0.05,0.0025
CabezaPereiroI,6,betweenness,1,0.05,0.0025
RoosEC,14,betweenness,1,0.05,0.0025
vanderPollTTBMMC,5,betweenness,1,0.05,0.0025
PalmenRPC,6,betweenness,1,0.05,0.0025
PanJM,2,betweenness,1,0.05,0.0025
ParzerMSA,5,betweenness,1,0.05,0.0025
vanLookerenCampagneMM,5,betweenness,1,0.05,0.0025
Pasmanik-ChorMMSL,4,betweenness,1,0.05,0.0025
SteinOE,4,betweenness,1,0.05,0.0025
GattS,4,betweenness,1,0.05,0.0025
BierlaaghMA,2,betweenness,1,0.05,0.0025
FinkJKKMBLC,6,betweenness,1,0.05,0.0025
SastreA,6,betweenness,1,0.05,0.0025
WudlF,6,betweenness,1,0.05,0.0025
AndreoniW,9,betweenness,1,0.05,0.0025
CurioniA,9,betweenness,1,0.05,0.0025
KK,9,betweenness,1,0.05,0.0025
PiosikPA,4,betweenness,1,0.05,0.0025
vanDoornJA,4,betweenness,1,0.05,0.0025
PletsH,20,betweenness,1,0.05,0.0025
HernandezAguadoI,9,betweenness,1,0.05,0.0025
BroersB,19,betweenness,1,0.05,0.0025
CarreN,9,betweenness,1,0.05,0.0025
EuropeanSeroconverterStudy,3,betweenness,1,0.05,0.0025
TricontinentalSeroconverterStudy,3,betweenness,1,0.05,0.0025
deWitCAM,6,betweenness,1,0.05,0.0025
SonntagR,12,betweenness,1,0.05,0.0025
MalettaH,33,betweenness,1,0.05,0.0025
PelisiakA,5,betweenness,1,0.05,0.0025
RybickaM,5,betweenness,1,0.05,0.0025
RamaekersVT,3,betweenness,1,0.05,0.0025
BosmanB,3,betweenness,1,0.05,0.0025
StrijlandADKWE,5,betweenness,1,0.05,0.0025
BashoreTB,3,betweenness,1,0.05,0.0025
BliedungS,1,betweenness,1,0.05,0.0025
SchilthuisMS,12,betweenness,1,0.05,0.0025
JonkerBS,2,betweenness,1,0.05,0.0025
RoolkerLTBMMC,4,betweenness,1,0.05,0.0025
DijkstraPF,4,betweenness,1,0.05,0.0025
vanGriekenJJM,4,betweenness,1,0.05,0.0025
BroekhuizenAH,4,betweenness,1,0.05,0.0025
RossenaarBD,23,betweenness,1,0.05,0.0025
MaisonhauteE,5,betweenness,1,0.05,0.0025
KurokiH,5,betweenness,1,0.05,0.0025
BradyHJMVJM,7,betweenness,1,0.05,0.0025
vandenBergJD,12,betweenness,1,0.05,0.0025
HahlenK,10,betweenness,1,0.05,0.0025
SmetsLA,12,betweenness,1,0.05,0.0025
UrregoLE,8,betweenness,1,0.05,0.0025
FreemontPS,9,betweenness,1,0.05,0.0025
OlsonDJ,9,betweenness,1,0.05,0.0025
MasselinkH,9,betweenness,1,0.05,0.0025
SchaapM,5,betweenness,1,0.05,0.0025
SchoorlemmerJMGC,5,betweenness,1,0.05,0.0025
MartinezRGME,5,betweenness,1,0.05,0.0025
DuurlandC,9,betweenness,1,0.05,0.0025
SchuetzmannJ,9,betweenness,1,0.05,0.0025
TsvetkovAA,14,betweenness,1,0.05,0.0025
KoopsGEJ,9,betweenness,1,0.05,0.0025
KoleshnikovN,14,betweenness,1,0.05,0.0025
WangJH,9,betweenness,1,0.05,0.0025
DomisseR,4,betweenness,1,0.05,0.0025
SeonKI,6,betweenness,1,0.05,0.0025
MinKW,6,betweenness,1,0.05,0.0025
MakinoF,6,betweenness,1,0.05,0.0025
PerrinsCM,8,betweenness,1,0.05,0.0025
SideriusM,20,betweenness,1,0.05,0.0025
SilvaMFB,6,betweenness,1,0.05,0.0025
TalvaresdeAlmeidaI,6,betweenness,1,0.05,0.0025
LiddellH,3,betweenness,1,0.05,0.0025
SchultzASB,15,betweenness,1,0.05,0.0025
SneeuwKCA,3,betweenness,1,0.05,0.0025
SnoekLC,11,betweenness,1,0.05,0.0025
SongXQ,10,betweenness,1,0.05,0.0025
FukaoT,10,betweenness,1,0.05,0.0025
MitchellRHKBS,10,betweenness,1,0.05,0.0025
UgarteM,10,betweenness,1,0.05,0.0025
ShintakuH,10,betweenness,1,0.05,0.0025
ChurchillP,10,betweenness,1,0.05,0.0025
SpeierC,2,betweenness,1,0.05,0.0025
SonnentagS,3,betweenness,1,0.05,0.0025
HeinbonkelT,3,betweenness,1,0.05,0.0025
SpectorPE,3,betweenness,1,0.05,0.0025
RavazziC,13,betweenness,1,0.05,0.0025
MoezelaarHR,3,betweenness,1,0.05,0.0025
BayardS,4,betweenness,1,0.05,0.0025
LassondeM,4,betweenness,1,0.05,0.0025
SteenbergenEJ,12,betweenness,1,0.05,0.0025
vanLeeuwenEF,12,betweenness,1,0.05,0.0025
StilianakisN,5,betweenness,1,0.05,0.0025
StompP,3,betweenness,1,0.05,0.0025
WortelMP,3,betweenness,1,0.05,0.0025
StuurmanF,3,betweenness,1,0.05,0.0025
StrastersKC,9,betweenness,1,0.05,0.0025
CosentinoF,6,betweenness,1,0.05,0.0025
ErkelensW,6,betweenness,1,0.05,0.0025
KoomansH,10,betweenness,1,0.05,0.0025
LuscherT,6,betweenness,1,0.05,0.0025
StrijbisAM,3,betweenness,1,0.05,0.0025
vandeMheenHD,3,betweenness,1,0.05,0.0025
StuurmanN,11,betweenness,1,0.05,0.0025
FlooreA,4,betweenness,1,0.05,0.0025
LudolphB,10,betweenness,1,0.05,0.0025
TruemperJ,13,betweenness,1,0.05,0.0025
SuzukiCK,5,betweenness,1,0.05,0.0025
SudaK,5,betweenness,1,0.05,0.0025
SchatzG,14,betweenness,1,0.05,0.0025
HoogeweijJ,1,betweenness,1,0.05,0.0025
TeerhuisNM,2,betweenness,1,0.05,0.0025
TrommelRW,2,betweenness,1,0.05,0.0025
TiggelmanMBC,4,betweenness,1,0.05,0.0025
LinthorstC,4,betweenness,1,0.05,0.0025
BoersW,14,betweenness,1,0.05,0.0025
NautaMCE,10,betweenness,1,0.05,0.0025
TitulaerMNG,7,betweenness,1,0.05,0.0025
TjosvoldD,1,betweenness,1,0.05,0.0025
TyniT,9,betweenness,1,0.05,0.0025
PalotieA,9,betweenness,1,0.05,0.0025
ViinikkaL,9,betweenness,1,0.05,0.0025
ValanneL,9,betweenness,1,0.05,0.0025
SaloMK,9,betweenness,1,0.05,0.0025
vanDobelnU,9,betweenness,1,0.05,0.0025
VenizelosN,9,betweenness,1,0.05,0.0025
PihkoH,9,betweenness,1,0.05,0.0025
UstunB,19,betweenness,1,0.05,0.0025
ComptonW,19,betweenness,1,0.05,0.0025
MagerD,19,betweenness,1,0.05,0.0025
BaborT,19,betweenness,1,0.05,0.0025
BaiyewuO,19,betweenness,1,0.05,0.0025
ChatterjiS,19,betweenness,1,0.05,0.0025
CottletL,19,betweenness,1,0.05,0.0025
GogusA,19,betweenness,1,0.05,0.0025
MavreasV,19,betweenness,1,0.05,0.0025
PullC,19,betweenness,1,0.05,0.0025
SmeetsRMW,19,betweenness,1,0.05,0.0025
StipecMR,19,betweenness,1,0.05,0.0025
VrastiR,19,betweenness,1,0.05,0.0025
HasinD,19,betweenness,1,0.05,0.0025
RegierD,19,betweenness,1,0.05,0.0025
SartoriusN,19,betweenness,1,0.05,0.0025
VandereykenW,2,betweenness,1,0.05,0.0025
TaalBG,16,betweenness,1,0.05,0.0025
VenturaFV,7,betweenness,1,0.05,0.0025
CostaCG,7,betweenness,1,0.05,0.0025
DorlandL,7,betweenness,1,0.05,0.0025
TavaresdeAlmeidaI,7,betweenness,1,0.05,0.0025
VerhoevenNM,6,betweenness,1,0.05,0.0025
SchorDSM,6,betweenness,1,0.05,0.0025
tenBrinkHJ,13,betweenness,1,0.05,0.0025
VervoordeldonkSF,9,betweenness,1,0.05,0.0025
MerlePA,9,betweenness,1,0.05,0.0025
vanWeringER,9,betweenness,1,0.05,0.0025
JongenPJJ,1,betweenness,1,0.05,0.0025
StreeckW,2,betweenness,1,0.05,0.0025
Hauser-DitzA,2,betweenness,1,0.05,0.0025
VroegeJA,3,betweenness,1,0.05,0.0025
LangereisMP,3,betweenness,1,0.05,0.0025
WalesNPL,13,betweenness,1,0.05,0.0025
SeedorfU,4,betweenness,1,0.05,0.0025
deJongJGN,12,betweenness,1,0.05,0.0025
DacremontG,6,betweenness,1,0.05,0.0025
VilarinhoL,10,betweenness,1,0.05,0.0025
HartungHP,10,betweenness,1,0.05,0.0025
HuijmansJGM,10,betweenness,1,0.05,0.0025
HorsleyD,6,betweenness,1,0.05,0.0025
HutchingsA,6,betweenness,1,0.05,0.0025
BurcherGW,6,betweenness,1,0.05,0.0025
SinghPB,6,betweenness,1,0.05,0.0025
leFlecheA,8,betweenness,1,0.05,0.0025
PosticD,8,betweenness,1,0.05,0.0025
PeterO,8,betweenness,1,0.05,0.0025
BarantonG,8,betweenness,1,0.05,0.0025
NingT,5,betweenness,1,0.05,0.0025
ZhaoRW,8,betweenness,1,0.05,0.0025
WansinkDG,14,betweenness,1,0.05,0.0025
WehmanP,17,betweenness,1,0.05,0.0025
JensenPR,30,betweenness,1,0.05,0.0025
vanDisA,1,betweenness,1,0.05,0.0025
SerieseELL,3,betweenness,1,0.05,0.0025
vandenBergCA,8,betweenness,1,0.05,0.0025
deMilanJB,8,betweenness,1,0.05,0.0025
WuCG,9,betweenness,1,0.05,0.0025
YaJ,7,betweenness,1,0.05,0.0025
Ralska-JawewiczowaM,6,betweenness,1,0.05,0.0025
ZempelJ,3,betweenness,1,0.05,0.0025
vanNeervenRJJ,5,betweenness,1,0.05,0.0025
vanGoolSW,5,betweenness,1,0.05,0.0025
CoorevitsL,5,betweenness,1,0.05,0.0025
CeuppensJL,5,betweenness,1,0.05,0.0025
vanZeijlWJM,4,betweenness,1,0.05,0.0025
WijkerW,6,betweenness,1,0.05,0.0025
McCuskerC,1,betweenness,1,0.05,0.0025
RupkeJ,9,betweenness,1,0.05,0.0025
deKlerk-EngelsB,14,betweenness,1,0.05,0.0025
TiggersM,3,betweenness,1,0.05,0.0025
vanRavensteijnAMAKBFJ,3,betweenness,1,0.05,0.0025
deLeeuwIM,4,betweenness,1,0.05,0.0025
vanBreugelL,4,betweenness,1,0.05,0.0025
HolwerdaE,4,betweenness,1,0.05,0.0025
KeultjesGCM,5,betweenness,1,0.05,0.0025
SmeekensJCM,5,betweenness,1,0.05,0.0025
vanderMeulenBF,10,betweenness,1,0.05,0.0025
vanHaelstAG,11,betweenness,1,0.05,0.0025
TrompPCB,3,betweenness,1,0.05,0.0025
deBolosC,4,betweenness,1,0.05,0.0025
EinerhandAWC,6,betweenness,1,0.05,0.0025
vanDijkenTC,5,betweenness,1,0.05,0.0025
OussorenE,5,betweenness,1,0.05,0.0025
SteinhoffWJ,5,betweenness,1,0.05,0.0025
DijkmanND,4,betweenness,1,0.05,0.0025
AdmiraalWA,7,betweenness,1,0.05,0.0025
vanOsenbruggenWA,2,betweenness,1,0.05,0.0025
StuveW,2,betweenness,1,0.05,0.0025
vanderGugtenAA,25,betweenness,1,0.05,0.0025
vanderHoekYY,9,betweenness,1,0.05,0.0025
KraftHG,9,betweenness,1,0.05,0.0025
GabelBR,6,betweenness,1,0.05,0.0025
vanderZwetI,2,betweenness,1,0.05,0.0025
SchoenmakersN,9,betweenness,1,0.05,0.0025
EriksenK,9,betweenness,1,0.05,0.0025
AssinkMHJ,4,betweenness,1,0.05,0.0025
VerheyJGC,8,betweenness,1,0.05,0.0025
GoedhartH,5,betweenness,1,0.05,0.0025
vanderWolfFLA,4,betweenness,1,0.05,0.0025
BattjesJ,4,betweenness,1,0.05,0.0025
BenjaminsC,5,betweenness,1,0.05,0.0025
KooremanT,3,betweenness,1,0.05,0.0025
LapidusI,13,betweenness,1,0.05,0.0025
LochnerJC,13,betweenness,1,0.05,0.0025
ZandvlietML,8,betweenness,1,0.05,0.0025
BernabeP,6,betweenness,1,0.05,0.0025
BernsenJAC,5,betweenness,1,0.05,0.0025
GerbrandsJJ,7,betweenness,1,0.05,0.0025
HoeveAA,5,betweenness,1,0.05,0.0025
VossepoelAM,14,betweenness,1,0.05,0.0025
SchrootsJJF,11,betweenness,1,0.05,0.0025
GardentC,6,betweenness,1,0.05,0.0025
MeyerViolW,2,betweenness,1,0.05,0.0025
AdmiraalWBJMC,6,betweenness,1,0.05,0.0025
vanderGeestHC,6,betweenness,1,0.05,0.0025
BleekerEAJBJMC,2,betweenness,1,0.05,0.0025
BompensieriS,6,betweenness,1,0.05,0.0025
MirandaMVNRJM,6,betweenness,1,0.05,0.0025
CasconeO,6,betweenness,1,0.05,0.0025
SieroJH,5,betweenness,1,0.05,0.0025
deGilderTC,13,betweenness,1,0.05,0.0025
BosCE,3,betweenness,1,0.05,0.0025
BolhuisGK,7,betweenness,1,0.05,0.0025
deBoerJH,4,betweenness,1,0.05,0.0025
VermettenA,3,betweenness,1,0.05,0.0025
BrederodeME,11,betweenness,1,0.05,0.0025
AronsRR,3,betweenness,1,0.05,0.0025
GeldersHJ,6,betweenness,1,0.05,0.0025
HarrisonBJ,6,betweenness,1,0.05,0.0025
RomijnHJ,4,betweenness,1,0.05,0.0025
BarmannSR,8,betweenness,1,0.05,0.0025
BuchgeisterM,10,betweenness,1,0.05,0.0025
deHaanW,3,betweenness,1,0.05,0.0025
CaspersGJM,9,betweenness,1,0.05,0.0025
CleggRES,20,betweenness,1,0.05,0.0025
TonkesE,3,betweenness,1,0.05,0.0025
vanLenningA,6,betweenness,1,0.05,0.0025
CoteJ,2,betweenness,1,0.05,0.0025
ZeefE,9,betweenness,1,0.05,0.0025
DaamsJH,1,betweenness,1,0.05,0.0025
RulkeRE,18,betweenness,1,0.05,0.0025
Desqueyroux-FaundezR,1,betweenness,1,0.05,0.0025
vanZandenMNA,7,betweenness,1,0.05,0.0025
LloydHM,5,betweenness,1,0.05,0.0025
ChristR,4,betweenness,1,0.05,0.0025
MuellerWEG,5,betweenness,1,0.05,0.0025
BalkomAJLM,6,betweenness,1,0.05,0.0025
CreemersL,5,betweenness,1,0.05,0.0025
KringW,3,betweenness,1,0.05,0.0025
SooseA,3,betweenness,1,0.05,0.0025
GalibertF,3,betweenness,1,0.05,0.0025
SmitsPHM,4,betweenness,1,0.05,0.0025
BuikhuisenM,7,betweenness,1,0.05,0.0025
RoversP,6,betweenness,1,0.05,0.0025
vanWeezelL,6,betweenness,1,0.05,0.0025
GionaM,2,betweenness,1,0.05,0.0025
terHorstG,25,betweenness,1,0.05,0.0025
SeljeeF,5,betweenness,1,0.05,0.0025
HopmanJCP,7,betweenness,1,0.05,0.0025
KootWJ,8,betweenness,1,0.05,0.0025
deTheH,7,betweenness,1,0.05,0.0025
GreenN,7,betweenness,1,0.05,0.0025
vanRaatP,4,betweenness,1,0.05,0.0025
GroeneveldMC,3,betweenness,1,0.05,0.0025
GuelinEJM,6,betweenness,1,0.05,0.0025
VlasblomJD,7,betweenness,1,0.05,0.0025
DexS,9,betweenness,1,0.05,0.0025
SchuringF,8,betweenness,1,0.05,0.0025
UrbanusJHM,4,betweenness,1,0.05,0.0025
HarpmanA,1,betweenness,1,0.05,0.0025
Hartkamp-CommandeurLCM,3,betweenness,1,0.05,0.0025
BarbaroP,6,betweenness,1,0.05,0.0025
BellIM,6,betweenness,1,0.05,0.0025
ClarkRJH,6,betweenness,1,0.05,0.0025
HeinbokelT,4,betweenness,1,0.05,0.0025
StolteW,4,betweenness,1,0.05,0.0025
vandeGuchteC,10,betweenness,1,0.05,0.0025
HershbergerSL,2,betweenness,1,0.05,0.0025
MeijerO,8,betweenness,1,0.05,0.0025
HanssonTL,6,betweenness,1,0.05,0.0025
vanMuiswinkelM,6,betweenness,1,0.05,0.0025
VesseurJJJ,9,betweenness,1,0.05,0.0025
FokkensRHNRJM,5,betweenness,1,0.05,0.0025
BeeumenJ,11,betweenness,1,0.05,0.0025
HisschemollerM,5,betweenness,1,0.05,0.0025
HubbardFOA,11,betweenness,1,0.05,0.0025
CarterJ,12,betweenness,1,0.05,0.0025
HauserR,12,betweenness,1,0.05,0.0025
LegrandI,12,betweenness,1,0.05,0.0025
CalvetD,12,betweenness,1,0.05,0.0025
KorcylK,12,betweenness,1,0.05,0.0025
SpiwoksR,12,betweenness,1,0.05,0.0025
MolendijkAJ,16,betweenness,1,0.05,0.0025
KawaraK,4,betweenness,1,0.05,0.0025
PronkHF,4,betweenness,1,0.05,0.0025
JenesonJAL,6,betweenness,1,0.05,0.0025
WisemanRW,3,betweenness,1,0.05,0.0025
KushmerickMJ,5,betweenness,1,0.05,0.0025
JohnsonFPA,7,betweenness,1,0.05,0.0025
JongertHC,1,betweenness,1,0.05,0.0025
vanKoppenP,2,betweenness,1,0.05,0.0025
DiepeveenM,2,betweenness,1,0.05,0.0025
HuotJP,2,betweenness,1,0.05,0.0025
HenrichsHFNBJS,4,betweenness,1,0.05,0.0025
KatzB,1,betweenness,1,0.05,0.0025
SakamotoN,4,betweenness,1,0.05,0.0025
PuigjanerJ,4,betweenness,1,0.05,0.0025
MurisPEHM,14,betweenness,1,0.05,0.0025
TommassenJ,5,betweenness,1,0.05,0.0025
BürkM,8,betweenness,1,0.05,0.0025
FuchsD,8,betweenness,1,0.05,0.0025
KappesMM,8,betweenness,1,0.05,0.0025
MeyerTE,17,betweenness,1,0.05,0.0025
GonzalezRNRJM,3,betweenness,1,0.05,0.0025
SchutF,5,betweenness,1,0.05,0.0025
WellingG,5,betweenness,1,0.05,0.0025
WeenkG,5,betweenness,1,0.05,0.0025
KooleS,1,betweenness,1,0.05,0.0025
vanWestWS,11,betweenness,1,0.05,0.0025
VliegKH,8,betweenness,1,0.05,0.0025
VonkH,5,betweenness,1,0.05,0.0025
KosterCLZK,1,betweenness,1,0.05,0.0025
KirchmayrHR,8,betweenness,1,0.05,0.0025
WeggemansH,6,betweenness,1,0.05,0.0025
FennemaHPM,7,betweenness,1,0.05,0.0025
GijzenJ,7,betweenness,1,0.05,0.0025
LaCroixLB,6,betweenness,1,0.05,0.0025
ShadleSE,6,betweenness,1,0.05,0.0025
HedmanB,6,betweenness,1,0.05,0.0025
HodgsonKO,6,betweenness,1,0.05,0.0025
SolomonE,6,betweenness,1,0.05,0.0025
LealAJR,1,betweenness,1,0.05,0.0025
ColbrookA,3,betweenness,1,0.05,0.0025
LindquistEE,2,betweenness,1,0.05,0.0025
Lobo-HajduG,7,betweenness,1,0.05,0.0025
BraunHP,5,betweenness,1,0.05,0.0025
RompN,5,betweenness,1,0.05,0.0025
SchmitzUK,14,betweenness,1,0.05,0.0025
vanGaalenM,3,betweenness,1,0.05,0.0025
LouwrierS,5,betweenness,1,0.05,0.0025
TaylorAR,10,betweenness,1,0.05,0.0025
MatthewsHE,7,betweenness,1,0.05,0.0025
StrackeeJ,4,betweenness,1,0.05,0.0025
GroveAJ,7,betweenness,1,0.05,0.0025
ChakarianV,11,betweenness,1,0.05,0.0025
IdzerdaYU,11,betweenness,1,0.05,0.0025
EijkelboomCA,8,betweenness,1,0.05,0.0025
LeverABP,7,betweenness,1,0.05,0.0025
MikhaylovaM,3,betweenness,1,0.05,0.0025
WiederschainG,3,betweenness,1,0.05,0.0025
MikhaylovV,3,betweenness,1,0.05,0.0025
LoutreMF,6,betweenness,1,0.05,0.0025
BaertE,5,betweenness,1,0.05,0.0025
MooreRM,3,betweenness,1,0.05,0.0025
TokarczykR,3,betweenness,1,0.05,0.0025
MoorsEJ,3,betweenness,1,0.05,0.0025
VeenAWL,4,betweenness,1,0.05,0.0025
BaldwinMAOEAJ,7,betweenness,1,0.05,0.0025
AscenziD,6,betweenness,1,0.05,0.0025
BaldwinMA,7,betweenness,1,0.05,0.0025
AscenziDOEAJ,7,betweenness,1,0.05,0.0025
BallAR,5,betweenness,1,0.05,0.0025
deVrijeTEXTERN,3,betweenness,1,0.05,0.0025
IrvineRFEXTERN,3,betweenness,1,0.05,0.0025
BourkeMAM,11,betweenness,1,0.05,0.0025
LarsonAC,12,betweenness,1,0.05,0.0025
TempestDW,2,betweenness,1,0.05,0.0025
HeederikRN,4,betweenness,1,0.05,0.0025
PapathanassiadisT,4,betweenness,1,0.05,0.0025
MourardF,16,betweenness,1,0.05,0.0025
BeleticJ,16,betweenness,1,0.05,0.0025
HaniffC,16,betweenness,1,0.05,0.0025
MariottiJM,16,betweenness,1,0.05,0.0025
MozurkewichD,16,betweenness,1,0.05,0.0025
ReinheimerT,16,betweenness,1,0.05,0.0025
IngramLO,6,betweenness,1,0.05,0.0025
deBruijneJA,6,betweenness,1,0.05,0.0025
GoorissenH,12,betweenness,1,0.05,0.0025
WeilandA,6,betweenness,1,0.05,0.0025
PakullM,18,betweenness,1,0.05,0.0025
BoureeF,11,betweenness,1,0.05,0.0025
TranVH,11,betweenness,1,0.05,0.0025
TrocR,11,betweenness,1,0.05,0.0025
PrumperJ,7,betweenness,1,0.05,0.0025
vanKotenS,2,betweenness,1,0.05,0.0025
RauchPJG,4,betweenness,1,0.05,0.0025
BurdsAAGJLA,4,betweenness,1,0.05,0.0025
vanderZeeJR,5,betweenness,1,0.05,0.0025
NooyJ,3,betweenness,1,0.05,0.0025
VanderpijpenW,1,betweenness,1,0.05,0.0025
ReedV,2,betweenness,1,0.05,0.0025
