node,degree,strategy,adoption_time,tau,seed_fraction
STROBE-XScienceWorkingGroup,18,random,5,0.05,0.0025
BoettcherM,3,random,5,0.05,0.0025
TavecchioF,3,random,5,0.05,0.0025
PellingM,25,random,5,0.05,0.0025
SimonD,22,random,5,0.05,0.0025
GodzikM,2,random,5,0.05,0.0025
RoselloM,9,random,5,0.05,0.0025
RossellN,10,random,5,0.05,0.0025
SalaverriaC,8,random,5,0.05,0.0025
AlabiS,8,random,5,0.05,0.0025
BonillaM,8,random,5,0.05,0.0025
LamCG,8,random,5,0.05,0.0025
RibeiroR,8,random,5,0.05,0.0025
TarganMouraviNOGY,3,random,5,0.05,0.0025
vanUffelenL,3,random,5,0.05,0.0025
VerkadeT,3,random,5,0.05,0.0025
SantosVaraJ,2,random,5,0.05,0.0025
SakalauskaiteI,2,random,5,0.05,0.0025
SalinasVN,7,random,5,0.05,0.0025
MathewsGS,7,random,5,0.05,0.0025
SanchisIborC,2,random,5,0.05,0.0025
García-MolláM,2,random,5,0.05,0.0025
SanduG,2,random,5,0.05,0.0025
RivencF,2,random,5,0.05,0.0025
SchoemakerCG,1,random,5,0.05,0.0025
ValleyG,2,random,5,0.05,0.0025
CohnT,2,random,5,0.05,0.0025
SchumacherGJS,4,random,5,0.05,0.0025
Elmelund-PræstekærC,3,random,5,0.05,0.0025
SebrechtsM,2,random,5,0.05,0.0025
SelakovićS,2,random,5,0.05,0.0025
SengülA,5,random,5,0.05,0.0025
BlankeO,22,random,5,0.05,0.0025
BleulerH,5,random,5,0.05,0.0025
RozaL,3,random,5,0.05,0.0025
MeijsLCPM,3,random,5,0.05,0.0025
SheppardDP,2,random,5,0.05,0.0025
BruinebergJPKTA,2,random,5,0.05,0.0025
GriffioenSF,7,random,5,0.05,0.0025
SlumpGJ,1,random,5,0.05,0.0025
SofiD,2,random,5,0.05,0.0025
vanEeE,2,random,5,0.05,0.0025
StathamP,2,random,5,0.05,0.0025
StrijboschE,5,random,5,0.05,0.0025
SulikowskiA,3,random,5,0.05,0.0025
WestermannG,2,random,5,0.05,0.0025
OranjeM,3,random,5,0.05,0.0025
PenpecioğluM,1,random,5,0.05,0.0025
TeixeiraLinoJ,2,random,5,0.05,0.0025
FunariPP,2,random,5,0.05,0.0025
VanVianenAEM,7,random,5,0.05,0.0025
VasterlingV,6,random,5,0.05,0.0025
PojaniD,5,random,5,0.05,0.0025
LenferinkS,5,random,5,0.05,0.0025
BeblavýM,3,random,5,0.05,0.0025
Thum-ThyssenA,2,random,5,0.05,0.0025
TinsleyIVC,2,random,5,0.05,0.0025
EcklundEH,2,random,5,0.05,0.0025
TolA,6,random,5,0.05,0.0025
MeurkensL,4,random,5,0.05,0.0025
HeunksE,4,random,5,0.05,0.0025
KooistraLI,13,random,5,0.05,0.0025
RybalkoK,2,random,5,0.05,0.0025
UzunC,4,random,5,0.05,0.0025
SumerAP,3,random,5,0.05,0.0025
AbaciSH,3,random,5,0.05,0.0025
ValkenburgCHHNL,1,random,5,0.05,0.0025
BoydstunAE,5,random,5,0.05,0.0025
VanDalen-KokAH,6,random,5,0.05,0.0025
RijkmansWETVVSA,6,random,5,0.05,0.0025
DeVetHCW,6,random,5,0.05,0.0025
DeWaalMWM,6,random,5,0.05,0.0025
VanDammeI,15,random,5,0.05,0.0025
DenewethH,18,random,5,0.05,0.0025
GreefsH,27,random,5,0.05,0.0025
DeBoodtM,11,random,5,0.05,0.0025
DelpeutT,15,random,5,0.05,0.0025
KlepP,11,random,5,0.05,0.0025
PelemanD,11,random,5,0.05,0.0025
KampJ,18,random,5,0.05,0.0025
VrintsT,16,random,5,0.05,0.0025
VanDerHeijdenM,20,random,5,0.05,0.0025
VanHoutT,2,random,5,0.05,0.0025
KoetsenruijterW,2,random,5,0.05,0.0025
CoeneJ,1,random,5,0.05,0.0025
VelemaW,4,random,5,0.05,0.0025
VerbeekB,2,random,5,0.05,0.0025
VerburgFE,3,random,5,0.05,0.0025
BollenKHA,3,random,5,0.05,0.0025
DonkerHJ,3,random,5,0.05,0.0025
VergerA,24,random,5,0.05,0.0025
denHertogKE,1,random,5,0.05,0.0025
DortmansJ,1,random,5,0.05,0.0025
VerstratenP,1,random,5,0.05,0.0025
vanRoyenRJJFCCM,4,random,5,0.05,0.0025
StevensB,1,random,5,0.05,0.0025
SchoutenMJ,5,random,5,0.05,0.0025
LaiKW,16,random,5,0.05,0.0025
KoeprijanovD,1,random,5,0.05,0.0025
WeijenbergR,16,random,5,0.05,0.0025
Wetselaar-GlasM,1,random,5,0.05,0.0025
BenninghoffB,3,random,5,0.05,0.0025
GallusC,3,random,5,0.05,0.0025
SchmitzH,7,random,5,0.05,0.0025
XingY,1,random,5,0.05,0.0025
GerritsGJE,16,random,5,0.05,0.0025
DijkHV,3,random,5,0.05,0.0025
HaoW,43,random,5,0.05,0.0025
KrahE,2,random,5,0.05,0.0025
vanderHoutF,2,random,5,0.05,0.0025
ZawiejskaN,1,random,5,0.05,0.0025
WigginsGA,5,random,5,0.05,0.0025
ScharffC,5,random,5,0.05,0.0025
RohrmeirerM,4,random,5,0.05,0.0025
vanderZaagP,10,random,5,0.05,0.0025
CoblijnUK,21,random,5,0.05,0.0025
SkogbyH,3,random,5,0.05,0.0025
BaltjesM,1,random,5,0.05,0.0025
RoccaverdeA,3,random,5,0.05,0.0025
diGiacomoE,15,random,5,0.05,0.0025
FotiadouM,15,random,5,0.05,0.0025
AgugliaE,15,random,5,0.05,0.0025
BellinoS,15,random,5,0.05,0.0025
CarpinielloB,15,random,5,0.05,0.0025
ColmegnaF,15,random,5,0.05,0.0025
LazzariM,15,random,5,0.05,0.0025
LorettuL,15,random,5,0.05,0.0025
PinnaF,15,random,5,0.05,0.0025
SicaroA,15,random,5,0.05,0.0025
SignorelliMS,15,random,5,0.05,0.0025
BRTGroup,15,random,5,0.05,0.0025
ClericiM,14,random,5,0.05,0.0025
vanAdrichemF,3,random,5,0.05,0.0025
BoonstraJJ,31,random,5,0.05,0.0025
vanBrunschotS,19,random,5,0.05,0.0025
vanDuijnM,1,random,5,0.05,0.0025
RowattW,2,random,5,0.05,0.0025
StreibH,2,random,5,0.05,0.0025
vanRossumJS,1,random,5,0.05,0.0025
BesjesG,1,random,5,0.05,0.0025
vanPoppelF,3,random,5,0.05,0.0025
vanGinkelG,2,random,5,0.05,0.0025
RijnsdorpAD,6,random,5,0.05,0.0025
BolamSG,6,random,5,0.05,0.0025
vanDenderenP,6,random,5,0.05,0.0025
HiddinkJ,6,random,5,0.05,0.0025
vanMastrigtNM,4,random,5,0.05,0.0025
CelieK,4,random,5,0.05,0.0025
MieremetAL,10,random,5,0.05,0.0025
RuifrokACC,4,random,5,0.05,0.0025
LundalvT,5,random,5,0.05,0.0025
vanDuylF,5,random,5,0.05,0.0025
MiddelburgJ,5,random,5,0.05,0.0025
vanOostveldtB,4,random,5,0.05,0.0025
vanRielACMJ,3,random,5,0.05,0.0025
DemuynckK,2,random,5,0.05,0.0025
deGraafND,7,random,5,0.05,0.0025
SchmitzE,1,random,5,0.05,0.0025
RosenauerD,4,random,5,0.05,0.0025
HorstmeierCAL,5,random,5,0.05,0.0025
vandenBeukenT,1,random,5,0.05,0.0025
WoestA,1,random,5,0.05,0.0025
MeuweseR,3,random,5,0.05,0.0025
vandenHeerikR,4,random,5,0.05,0.0025
VerweijS,5,random,5,0.05,0.0025
WeijtersG,4,random,5,0.05,0.0025
vanderToornK,3,random,5,0.05,0.0025
BarkerJC,2,random,5,0.05,0.0025
vanderPloegK,6,random,5,0.05,0.0025
HoningM,6,random,5,0.05,0.0025
TeulingsR,2,random,5,0.05,0.0025
CubaynesS,3,random,5,0.05,0.0025
ScarpaciJF,6,random,5,0.05,0.0025
BianchiniD,19,random,5,0.05,0.0025
ČeponytėE,19,random,5,0.05,0.0025
DumčiusR,19,random,5,0.05,0.0025
vanderGraafL,19,random,5,0.05,0.0025
LipnickienėK,19,random,5,0.05,0.0025
OstroverchA,19,random,5,0.05,0.0025
RamptonJ,19,random,5,0.05,0.0025
UžpelkienėL,19,random,5,0.05,0.0025
KreutzerS,19,random,5,0.05,0.0025
PecinovskyP,19,random,5,0.05,0.0025
KirovV,19,random,5,0.05,0.0025
TrimikliniotisN,19,random,5,0.05,0.0025
DemetriouC,19,random,5,0.05,0.0025
BejakovićP,19,random,5,0.05,0.0025
LehmannS,19,random,5,0.05,0.0025
KrarupAM,19,random,5,0.05,0.0025
EriksonM,19,random,5,0.05,0.0025
LiukkunenU,19,random,5,0.05,0.0025
JantaB,19,random,5,0.05,0.0025
BergmanMJ,7,random,5,0.05,0.0025
RadhoeSP,7,random,5,0.05,0.0025
vanDomburgRT,12,random,5,0.05,0.0025
RutgersEJT,55,random,5,0.05,0.0025
HellandH,2,random,5,0.05,0.0025
DrangeI,2,random,5,0.05,0.0025
ShevchenkoV,18,random,5,0.05,0.0025
MagerT,18,random,5,0.05,0.0025
KovalevK,18,random,5,0.05,0.0025
PolovinkinV,18,random,5,0.05,0.0025
JuettnerJ,18,random,5,0.05,0.0025
ChizhovI,18,random,5,0.05,0.0025
BamannC,18,random,5,0.05,0.0025
VavourakisC,18,random,5,0.05,0.0025
GushchinI,18,random,5,0.05,0.0025
BorshchevskiyV,18,random,5,0.05,0.0025
RogachevA,18,random,5,0.05,0.0025
MelnikovI,18,random,5,0.05,0.0025
PopovA,18,random,5,0.05,0.0025
BalandinTRVF,18,random,5,0.05,0.0025
MansteinDJ,18,random,5,0.05,0.0025
BueldtG,18,random,5,0.05,0.0025
…GordeliyV,18,random,5,0.05,0.0025
deKnechtS,4,random,5,0.05,0.0025
DenèveS,4,random,5,0.05,0.0025
GutkinB,4,random,5,0.05,0.0025
NiuR,5,random,5,0.05,0.0025
SreijR,5,random,5,0.05,0.0025
HaesenK,7,random,5,0.05,0.0025
VervlietB,57,random,5,0.05,0.0025
IliopoulosG,11,random,5,0.05,0.0025
KontopoulosN,5,random,5,0.05,0.0025
BoonekampTSSP,4,random,5,0.05,0.0025
VoltaN,4,random,5,0.05,0.0025
PagliariR,4,random,5,0.05,0.0025
VanhoofA,2,random,5,0.05,0.0025
MeestersK,3,random,5,0.05,0.0025
RogerL,2,random,5,0.05,0.0025
vanderVeerH,2,random,5,0.05,0.0025
RüberIE,1,random,5,0.05,0.0025
deAraujoLG,4,random,5,0.05,0.0025
deFreitasRR,4,random,5,0.05,0.0025
SeixasCS,5,random,5,0.05,0.0025
HalperinA,3,random,5,0.05,0.0025
GaljartM,2,random,5,0.05,0.0025
MettesD,2,random,5,0.05,0.0025
BransonS,6,random,5,0.05,0.0025
MeijerRR,6,random,5,0.05,0.0025
ThompsonN,27,random,5,0.05,0.0025
CuongH,1,random,5,0.05,0.0025
RotheS,5,random,5,0.05,0.0025
SinnigeR,7,random,5,0.05,0.0025
PapingD,7,random,5,0.05,0.0025
KleinSelleNBSG,3,random,5,0.05,0.0025
GrömerK,7,random,5,0.05,0.0025
GoldenbergGBBJ,7,random,5,0.05,0.0025
GlebaMHKR,7,random,5,0.05,0.0025
MehoferM,7,random,5,0.05,0.0025
NicolussiK,7,random,5,0.05,0.0025
TöchterleU,7,random,5,0.05,0.0025
HansenLL,4,random,5,0.05,0.0025
ImrieL,4,random,5,0.05,0.0025
LeBihanT,4,random,5,0.05,0.0025
FeronR,17,random,5,0.05,0.0025
TesterMA,10,random,5,0.05,0.0025
KorteA,10,random,5,0.05,0.0025
deBoerGJ,20,random,5,0.05,0.0025
SydorovaM,1,random,5,0.05,0.0025
WaltonNS,5,random,5,0.05,0.0025
MokaSB,3,random,5,0.05,0.0025
OttavianiAV,1,random,5,0.05,0.0025
BraswellBH,8,random,5,0.05,0.0025
HagenSC,8,random,5,0.05,0.0025
NevesE,8,random,5,0.05,0.0025
TamanahaE,8,random,5,0.05,0.0025
FrolkingS,8,random,5,0.05,0.0025
ShirinkalamE,2,random,5,0.05,0.0025
vanMaanenA,24,random,5,0.05,0.0025
GrubbC,4,random,5,0.05,0.0025
BertrandM,4,random,5,0.05,0.0025
SuhSM,4,random,5,0.05,0.0025
FedickPW,6,random,5,0.05,0.0025
BerendsenBJA,6,random,5,0.05,0.0025
EberlinMN,11,random,5,0.05,0.0025
GrahamCooksR,6,random,5,0.05,0.0025
vanWoerdenMC,5,random,5,0.05,0.0025
TheGAMBITCollaboration,26,random,5,0.05,0.0025
BuckleyA,30,random,5,0.05,0.0025
ChrząszczM,30,random,5,0.05,0.0025
ConradJ,33,random,5,0.05,0.0025
CornellJM,30,random,5,0.05,0.0025
KrislockA,30,random,5,0.05,0.0025
MahmoudiF,30,random,5,0.05,0.0025
MartinezGD,19,random,5,0.05,0.0025
RaklevA,24,random,5,0.05,0.0025
WildS,26,random,5,0.05,0.0025
LakkeE,6,random,5,0.05,0.0025
VonkemanC,2,random,5,0.05,0.0025
Ximénez-EmbúnMG,5,random,5,0.05,0.0025
OrtegoF,5,random,5,0.05,0.0025
CastañeraP,5,random,5,0.05,0.0025
deVuijstE,3,random,5,0.05,0.0025
ArntzenJW,1,random,5,0.05,0.0025
vanderSpekM,4,random,5,0.05,0.0025
TolvanenM,8,random,5,0.05,0.0025
BuilJM,12,random,5,0.05,0.0025
PaavonenEJPKP,8,random,5,0.05,0.0025
KarlssonL,8,random,5,0.05,0.0025
CaracanhasMA,2,random,5,0.05,0.0025
NaterAMGMP,16,random,5,0.05,0.0025
NurcahyoA,16,random,5,0.05,0.0025
deManuelM,16,random,5,0.05,0.0025
DesaiT,28,random,5,0.05,0.0025
PybusM,16,random,5,0.05,0.0025
SonayTB,16,random,5,0.05,0.0025
RoosC,16,random,5,0.05,0.0025
AskewJDRM,16,random,5,0.05,0.0025
deVallesG,16,random,5,0.05,0.0025
CasalsFPMJ,16,random,5,0.05,0.0025
KrützenM,16,random,5,0.05,0.0025
LigiR,36,random,5,0.05,0.0025
AdelmanJ,37,random,5,0.05,0.0025
Perarnau-LlobetM,1,random,5,0.05,0.0025
ArchibaldRF,11,random,5,0.05,0.0025
vanderWijstE,6,random,5,0.05,0.0025
LeNôtreJ,6,random,5,0.05,0.0025
SandersJPM,7,random,5,0.05,0.0025
BitterJH,6,random,5,0.05,0.0025
GerpottFHLWN,3,random,5,0.05,0.0025
SilvisJ,2,random,5,0.05,0.0025
AhrensW,18,random,5,0.05,0.0025
AllaisO,20,random,5,0.05,0.0025
AndersenLF,26,random,5,0.05,0.0025
CardonG,34,random,5,0.05,0.0025
CapranicaL,18,random,5,0.05,0.0025
ChastinS,28,random,5,0.05,0.0025
DeCraemerM,26,random,5,0.05,0.0025
DonnellyA,18,random,5,0.05,0.0025
EkelundU,18,random,5,0.05,0.0025
FinglasPFMM,18,random,5,0.05,0.0025
HebestreitA,18,random,5,0.05,0.0025
LanzaM,28,random,5,0.05,0.0025
DEDIPACconsortium,18,random,5,0.05,0.0025
LouwerseMJ,8,random,5,0.05,0.0025
RousseauSMMC,4,random,5,0.05,0.0025
RouxB,4,random,5,0.05,0.0025
McLeodA,6,random,5,0.05,0.0025
MoslethEF,6,random,5,0.05,0.0025
SnipenL,6,random,5,0.05,0.0025
AxelssonL,6,random,5,0.05,0.0025
SmithRL,13,random,5,0.05,0.0025
BuissinkT,8,random,5,0.05,0.0025
VeldhuijzenS,8,random,5,0.05,0.0025
PellizzoniA,42,random,5,0.05,0.0025
MelisA,36,random,5,0.05,0.0025
ConcuR,34,random,5,0.05,0.0025
AngeramiA,1,random,5,0.05,0.0025
ArkutA,5,random,5,0.05,0.0025
BauschJ,2,random,5,0.05,0.0025
CubittT,2,random,5,0.05,0.0025
OliveiraRA,6,random,5,0.05,0.0025
VacacelaHE,6,random,5,0.05,0.0025
BloomfieldMJ,1,random,5,0.05,0.0025
LefevereJM,5,random,5,0.05,0.0025
ThijssenR,7,random,5,0.05,0.0025
KyrisG,1,random,5,0.05,0.0025
OlivierBG,24,random,5,0.05,0.0025
BoeleJ,10,random,5,0.05,0.0025
SmessaertV,10,random,5,0.05,0.0025
DeRopP,10,random,5,0.05,0.0025
KrumpochovaP,10,random,5,0.05,0.0025
DehottayP,10,random,5,0.05,0.0025
GoffinP,21,random,5,0.05,0.0025
ForstmeierW,2,random,5,0.05,0.0025
ParkerTH,2,random,5,0.05,0.0025
GoyNA,6,random,5,0.05,0.0025
DenisZ,6,random,5,0.05,0.0025
LavaudM,6,random,5,0.05,0.0025
GrolleauA,6,random,5,0.05,0.0025
DufourN,6,random,5,0.05,0.0025
DelabreU,6,random,5,0.05,0.0025
GriffioenBT,3,random,5,0.05,0.0025
vanderVegtAA,3,random,5,0.05,0.0025
UsovaA,3,random,5,0.05,0.0025
KorebritsA,7,random,5,0.05,0.0025
HoogendoornS,3,random,5,0.05,0.0025
KortekaasM,5,random,5,0.05,0.0025
BartelinkML,5,random,5,0.05,0.0025
ZuithoffP,5,random,5,0.05,0.0025
deWitN,5,random,5,0.05,0.0025
HoesA,5,random,5,0.05,0.0025
SpearsBJ,7,random,5,0.05,0.0025
GassmannW,7,random,5,0.05,0.0025
CareyS,19,random,5,0.05,0.0025
MészárosA,3,random,5,0.05,0.0025
OliemanA,11,random,5,0.05,0.0025
vanLangeM,4,random,5,0.05,0.0025
WieringaM,23,random,5,0.05,0.0025
BeirlantJ,7,random,5,0.05,0.0025
KochaviS,6,random,5,0.05,0.0025
ShalevH,6,random,5,0.05,0.0025
OttensP,3,random,5,0.05,0.0025
KakeciB,3,random,5,0.05,0.0025
OliebergG,3,random,5,0.05,0.0025
GroenW,10,random,5,0.05,0.0025
BalazsC,19,random,5,0.05,0.0025
DickinsonH,19,random,5,0.05,0.0025
LundbergJ,35,random,5,0.05,0.0025
TheGAMBITFlavourWorkgroup,13,random,5,0.05,0.0025
BernlochnerFU,13,random,5,0.05,0.0025
SerraN,13,random,5,0.05,0.0025
TheGAMBITScannerWorkgroup,15,random,5,0.05,0.0025
MurnaneD,15,random,5,0.05,0.0025
SaavedraA,15,random,5,0.05,0.0025
Kemerink-SeyoumJ,4,random,5,0.05,0.0025
BuistE,4,random,5,0.05,0.0025
ColomboC,4,random,5,0.05,0.0025
GroenleerM,9,random,5,0.05,0.0025
ElfritzJ,17,random,5,0.05,0.0025
PaulsonER,4,random,5,0.05,0.0025
RheingoldAL,4,random,5,0.05,0.0025
GrotjahnDB,4,random,5,0.05,0.0025
DickCW,23,random,5,0.05,0.0025
ShapiroMS,4,random,5,0.05,0.0025
RylantR,4,random,5,0.05,0.0025
deLimaA,4,random,5,0.05,0.0025
VidaurriA,4,random,5,0.05,0.0025
OngRH,4,random,5,0.05,0.0025
KingAJC,4,random,5,0.05,0.0025
MullinsBJ,4,random,5,0.05,0.0025
CaleyMJ,4,random,5,0.05,0.0025
HortaGuerreiroMD,6,random,5,0.05,0.0025
BushT,11,random,5,0.05,0.0025
vanderGaliënO,4,random,5,0.05,0.0025
vanderSandenW,4,random,5,0.05,0.0025
KeulN,24,random,5,0.05,0.0025
NeilsenJMJJCA,6,random,5,0.05,0.0025
ImamuraM,5,random,5,0.05,0.0025
KanguruL,5,random,5,0.05,0.0025
OwolabiO,5,random,5,0.05,0.0025
OkonofuaF,5,random,5,0.05,0.0025
HusseinJ,5,random,5,0.05,0.0025
MarshallL,12,random,5,0.05,0.0025
van'tZelfdeMVAAR,7,random,5,0.05,0.0025
BoekeloB,7,random,5,0.05,0.0025
BartholomeusH,7,random,5,0.05,0.0025
BartelK,9,random,5,0.05,0.0025
CassoffJ,9,random,5,0.05,0.0025
FriborgO,9,random,5,0.05,0.0025
WilliamsonP,9,random,5,0.05,0.0025
GruberR,9,random,5,0.05,0.0025
KnäuperB,9,random,5,0.05,0.0025
GradisarM,20,random,5,0.05,0.0025
BassarakC,5,random,5,0.05,0.0025
MischkowskiD,5,random,5,0.05,0.0025
StrangS,5,random,5,0.05,0.0025
DimastrogiovanniE,2,random,5,0.05,0.0025
FasielloM,2,random,5,0.05,0.0025
PonceJ,7,random,5,0.05,0.0025
RoseroJ,5,random,5,0.05,0.0025
SzepietowskiP,2,random,5,0.05,0.0025
deBaerdemackerS,2,random,5,0.05,0.0025
D'AmbrosioJM,13,random,5,0.05,0.0025
CoutoD,9,random,5,0.05,0.0025
FabroG,9,random,5,0.05,0.0025
ScuffiD,9,random,5,0.05,0.0025
LamattinaL,15,random,5,0.05,0.0025
AnderssonMX,9,random,5,0.05,0.0025
ÁlvarezME,9,random,5,0.05,0.0025
DahlmanF,2,random,5,0.05,0.0025
LindequeJ,5,random,5,0.05,0.0025
DiNunnoBS,3,random,5,0.05,0.0025
DraperN,10,random,5,0.05,0.0025
NibbelinkA,2,random,5,0.05,0.0025
OmandC,6,random,5,0.05,0.0025
EllenbergerJ,13,random,5,0.05,0.0025
CoeberghPH,2,random,5,0.05,0.0025
Garcia-MezaR,2,random,5,0.05,0.0025
SolomonsNW,2,random,5,0.05,0.0025
GrementieriL,6,random,5,0.05,0.0025
MolariL,6,random,5,0.05,0.0025
deMirandaS,6,random,5,0.05,0.0025
GujasB,7,random,5,0.05,0.0025
CruzTMD,5,random,5,0.05,0.0025
KastanakiE,5,random,5,0.05,0.0025
Rodriguez-VillalonA,7,random,5,0.05,0.0025
deHollanderM,21,random,5,0.05,0.0025
SanabriaE,2,random,5,0.05,0.0025
HomarT,5,random,5,0.05,0.0025
Jerković-ĆosićK,2,random,5,0.05,0.0025
FelderN,1,random,5,0.05,0.0025
SeabrookeL,6,random,5,0.05,0.0025
KimPH,5,random,5,0.05,0.0025
MislinA,5,random,5,0.05,0.0025
FehrR,5,random,5,0.05,0.0025
LingFCM,13,random,5,0.05,0.0025
O’GormanDJ,13,random,5,0.05,0.0025
CarlinA,13,random,5,0.05,0.0025
CaprinicaL,13,random,5,0.05,0.0025
KalterJ,37,random,5,0.05,0.0025
MacDonnchaC,13,random,5,0.05,0.0025
LeahuH,2,random,5,0.05,0.0025
GodboutJ,4,random,5,0.05,0.0025
LamotheM,8,random,5,0.05,0.0025
ThompsonSL,5,random,5,0.05,0.0025
PazderaJ,2,random,5,0.05,0.0025
WerkerBJM,5,random,5,0.05,0.0025
RexwinkelM,4,random,5,0.05,0.0025
RigterinkM,4,random,5,0.05,0.0025
ElsingM,7,random,5,0.05,0.0025
GumpertC,7,random,5,0.05,0.0025
KamiokaS,7,random,5,0.05,0.0025
MoyseE,7,random,5,0.05,0.0025
NairzA,7,random,5,0.05,0.0025
EifertT,7,random,5,0.05,0.0025
NotaB,5,random,5,0.05,0.0025
DiekerM,5,random,5,0.05,0.0025
deJongBG,6,random,5,0.05,0.0025
IJspeertH,6,random,5,0.05,0.0025
MarquesL,9,random,5,0.05,0.0025
vanZelmMC,6,random,5,0.05,0.0025
NahariT,5,random,5,0.05,0.0025
MetcalfeG,2,random,5,0.05,0.0025
TsinakisC,2,random,5,0.05,0.0025
vanderWelE,1,random,5,0.05,0.0025
MastroianniF,8,random,5,0.05,0.0025
WesterhoffHW,8,random,5,0.05,0.0025
vanderValkRA,6,random,5,0.05,0.0025
MoolenaarGF,6,random,5,0.05,0.0025
GoosenN,6,random,5,0.05,0.0025
AhnSJ,23,random,5,0.05,0.0025
HännigerS,39,random,5,0.05,0.0025
EwaldN,6,random,5,0.05,0.0025
SpaapenJ,4,random,5,0.05,0.0025
vanderLeeTAJ,11,random,5,0.05,0.0025
WaalwijkC,11,random,5,0.05,0.0025
vanDiepeningenAD,17,random,5,0.05,0.0025
TimmermansSHJT,2,random,5,0.05,0.0025
OsorioIreguiJ,2,random,5,0.05,0.0025
RachO,7,random,5,0.05,0.0025
KahmenA,5,random,5,0.05,0.0025
BrauerAMPC,5,random,5,0.05,0.0025
CzympielL,7,random,5,0.05,0.0025
GründemannD,7,random,5,0.05,0.0025
BarradoDLBJ,5,random,5,0.05,0.0025
DiazMLMM,5,random,5,0.05,0.0025
ZuninoD,2,random,5,0.05,0.0025
DushnitskyG,2,random,5,0.05,0.0025
CollignonC,24,random,5,0.05,0.0025
HervéC,19,random,5,0.05,0.0025
ChalonA,19,random,5,0.05,0.0025
WelsbyI,19,random,5,0.05,0.0025
DetienneS,19,random,5,0.05,0.0025
vanHeldenMJ,19,random,5,0.05,0.0025
DuttaS,19,random,5,0.05,0.0025
GenitoCJ,19,random,5,0.05,0.0025
WatersNC,19,random,5,0.05,0.0025
FrancoD,23,random,5,0.05,0.0025
BourguignonP,19,random,5,0.05,0.0025
GarçonN,19,random,5,0.05,0.0025
LambrechtBN,37,random,5,0.05,0.0025
GorielyS,19,random,5,0.05,0.0025
DonateAPG,5,random,5,0.05,0.0025
MarquesLM,5,random,5,0.05,0.0025
LapentaOM,5,random,5,0.05,0.0025
AsthanaMK,5,random,5,0.05,0.0025
AmodioD,5,random,5,0.05,0.0025
ArgyropoulosD,41,random,5,0.05,0.0025
GschwendF,39,random,5,0.05,0.0025
HayesD,21,random,5,0.05,0.0025
HuberG,41,random,5,0.05,0.0025
MatharuA,39,random,5,0.05,0.0025
CrestiniC,32,random,5,0.05,0.0025
GracaI,32,random,5,0.05,0.0025
ZijlstraDS,32,random,5,0.05,0.0025
LePechouxC,6,random,5,0.05,0.0025
BitterH,28,random,5,0.05,0.0025
ArgyropoulosDCRCI,18,random,5,0.05,0.0025
DaleBE,28,random,5,0.05,0.0025
MarrocchiA,18,random,5,0.05,0.0025
PantD,18,random,5,0.05,0.0025
WilsonK,32,random,5,0.05,0.0025
BomtempoJV,18,random,5,0.05,0.0025
DowdJB,18,random,5,0.05,0.0025
SteptoeA,8,random,5,0.05,0.0025
JayabalasinghamB,6,random,5,0.05,0.0025
YolkenR,6,random,5,0.05,0.0025
AielloAE,23,random,5,0.05,0.0025
HerouS,18,random,5,0.05,0.0025
PantDCRCI,18,random,5,0.05,0.0025
SamecJ,18,random,5,0.05,0.0025
FarmerT,18,random,5,0.05,0.0025
HoranA,18,random,5,0.05,0.0025
StankiewiczA,19,random,5,0.05,0.0025
MacquarrieD,18,random,5,0.05,0.0025
AndresB,2,random,5,0.05,0.0025
PolerRCMLM,2,random,5,0.05,0.0025
ArmfieldJM,3,random,5,0.05,0.0025
ChrisopoulosS,3,random,5,0.05,0.0025
BakerSR,3,random,5,0.05,0.0025
FanselowM,3,random,5,0.05,0.0025
BaczkowskiBM,11,random,5,0.05,0.0025
VigoDE,5,random,5,0.05,0.0025
AubertA,5,random,5,0.05,0.0025
BryonA,15,random,5,0.05,0.0025
OrfanouC,4,random,5,0.05,0.0025
DejonckheereE,4,random,5,0.05,0.0025
BastianB,4,random,5,0.05,0.0025
MurphySC,4,random,5,0.05,0.0025
GomilaJ,4,random,5,0.05,0.0025
EngströmF,2,random,5,0.05,0.0025
KontinenJ,7,random,5,0.05,0.0025
FosterR,4,random,5,0.05,0.0025
WilderomCPM,3,random,5,0.05,0.0025
GalinksyA,1,random,5,0.05,0.0025
HickmanR,15,random,5,0.05,0.0025
VanVerkMC,15,random,5,0.05,0.0025
VanDijkenAJH,15,random,5,0.05,0.0025
PereiraMendesMVVIA,15,random,5,0.05,0.0025
VanderNagelI,15,random,5,0.05,0.0025
WesselinkGJ,15,random,5,0.05,0.0025
JironkinA,15,random,5,0.05,0.0025
TalbotA,15,random,5,0.05,0.0025
DenbyK,15,random,5,0.05,0.0025
JongkeesBJ,5,random,5,0.05,0.0025
KiewietG,2,random,5,0.05,0.0025
KrügerAndersenP,19,random,5,0.05,0.0025
AnderssonJ,26,random,5,0.05,0.0025
BartkusG,19,random,5,0.05,0.0025
BaumsT,28,random,5,0.05,0.0025
ConacPH,28,random,5,0.05,0.0025
CorbisierI,19,random,5,0.05,0.0025
DaskalovW,19,random,5,0.05,0.0025
EngráciaAntuesJ,28,random,5,0.05,0.0025
GiudiciP,19,random,5,0.05,0.0025
HanniganB,19,random,5,0.05,0.0025
KalssS,19,random,5,0.05,0.0025
