strategy,time_step,mean_fraction,std_fraction,tau,seed_fraction
betweenness,12,0.6930714504341075,0.0,0.05,0.05
betweenness,13,0.6936388136137301,0.0,0.05,0.05
betweenness,14,0.6941016625234224,0.0,0.05,0.05
betweenness,15,0.6942733645383082,0.0,0.05,0.05
betweenness,16,0.6943704135032437,0.0,0.05,0.05
betweenness,17,0.694422670638209,0.0,0.05,0.05
betweenness,18,0.6944525318581891,0.0,0.05,0.05
betweenness,19,0.6944525318581891,0.0,0.05,0.05
degree,0,0.04999514755175323,0.0,0.05,0.05
degree,1,0.3252260121087247,0.0,0.05,0.05
degree,2,0.4634983912267735,0.0,0.05,0.05
degree,3,0.5436832321784506,0.0,0.05,0.05
degree,4,0.5904608332773436,0.0,0.05,0.05
degree,5,0.6175822863243078,0.0,0.05,0.05
